Division,river_discharge,Year,Quarter,Month,Day
Barisal,0.53,2016,Qtr 4,December,11
Barisal,0.53,2016,Qtr 4,December,12
Barisal,0.53,2017,Qtr 1,March,15
Barisal,0.53,2017,Qtr 2,June,9
Barisal,0.53,2017,Qtr 4,December,5
Barisal,0.53,2017,Qtr 4,December,6
Barisal,0.53,2017,Qtr 4,December,18
Barisal,0.53,2018,Qtr 2,April,21
Barisal,0.53,2019,Qtr 1,March,2
Barisal,0.53,2019,Qtr 1,March,5
Barisal,0.53,2019,Qtr 2,April,14
Barisal,0.53,2019,Qtr 2,May,18
Barisal,0.53,2019,Qtr 4,November,27
Barisal,0.53,2020,Qtr 1,January,7
Barisal,0.53,2020,Qtr 2,May,21
Barisal,0.53,2020,Qtr 4,November,20
Barisal,0.53,2021,Qtr 2,May,9
Barisal,0.53,2021,Qtr 2,May,10
Barisal,0.53,2022,Qtr 3,July,31
Barisal,0.53,2022,Qtr 3,August,1
Barisal,0.54,2010,Qtr 4,November,13
Barisal,0.54,2011,Qtr 4,November,10
Barisal,0.54,2018,Qtr 4,November,12
Barisal,0.54,2019,Qtr 4,November,1
Barisal,0.54,2022,Qtr 4,November,8
Barisal,0.55,2010,Qtr 4,November,12
Barisal,0.55,2013,Qtr 4,November,21
Barisal,0.55,2015,Qtr 4,November,27
Barisal,0.55,2016,Qtr 1,February,27
Barisal,0.55,2016,Qtr 4,December,10
Barisal,0.55,2017,Qtr 4,December,4
Barisal,0.55,2019,Qtr 3,July,20
Barisal,0.55,2019,Qtr 4,November,26
Barisal,0.55,2020,Qtr 4,November,19
Barisal,0.55,2020,Qtr 4,November,26
Barisal,0.55,2021,Qtr 4,December,14
Barisal,0.55,2023,Qtr 3,July,19
Barisal,0.56,2009,Qtr 2,April,4
Barisal,0.56,2009,Qtr 2,May,17
Barisal,0.56,2009,Qtr 2,May,18
Barisal,0.56,2009,Qtr 2,May,19
Barisal,0.56,2009,Qtr 2,May,30
Barisal,0.56,2009,Qtr 2,June,26
Barisal,0.56,2009,Qtr 4,November,15
Barisal,0.56,2009,Qtr 4,November,22
Barisal,0.56,2010,Qtr 4,November,11
Barisal,0.56,2010,Qtr 4,November,22
Barisal,0.56,2011,Qtr 2,May,19
Barisal,0.56,2011,Qtr 4,November,9
Barisal,0.56,2012,Qtr 2,June,3
Barisal,0.56,2012,Qtr 4,November,1
Barisal,0.56,2014,Qtr 1,February,19
Barisal,0.56,2014,Qtr 2,May,11
Barisal,0.56,2014,Qtr 2,May,14
Barisal,0.56,2015,Qtr 2,June,11
Barisal,0.56,2015,Qtr 4,November,26
Barisal,0.56,2015,Qtr 4,December,8
Barisal,0.56,2016,Qtr 1,February,24
Barisal,0.56,2016,Qtr 2,April,6
Barisal,0.56,2016,Qtr 2,May,28
Barisal,0.56,2016,Qtr 2,May,29
Barisal,0.56,2016,Qtr 2,June,30
Barisal,0.56,2016,Qtr 4,December,9
Barisal,0.56,2017,Qtr 2,June,8
Barisal,0.56,2017,Qtr 4,December,3
Barisal,0.56,2017,Qtr 4,December,17
Barisal,0.56,2018,Qtr 4,November,11
Barisal,0.56,2019,Qtr 1,February,27
Barisal,0.56,2019,Qtr 1,March,7
Barisal,0.56,2019,Qtr 2,May,15
Barisal,0.56,2019,Qtr 3,July,24
Barisal,0.56,2020,Qtr 2,April,21
Barisal,0.56,2020,Qtr 2,May,28
Barisal,0.56,2020,Qtr 4,November,18
Barisal,0.56,2021,Qtr 4,November,22
Barisal,0.56,2022,Qtr 4,November,7
Barisal,0.56,2023,Qtr 1,March,23
Barisal,0.56,2023,Qtr 2,April,4
Barisal,0.56,2023,Qtr 2,May,18
Barisal,0.56,2023,Qtr 2,May,29
Barisal,0.56,2023,Qtr 2,June,13
Barisal,0.57,2009,Qtr 4,November,14
Barisal,0.57,2012,Qtr 4,November,12
Barisal,0.57,2014,Qtr 4,October,10
Barisal,0.57,2020,Qtr 4,November,17
Barisal,0.57,2020,Qtr 4,November,25
Barisal,0.57,2022,Qtr 4,November,6
Barisal,0.58,2009,Qtr 3,July,14
Barisal,0.58,2009,Qtr 4,November,13
Barisal,0.58,2010,Qtr 4,November,10
Barisal,0.58,2011,Qtr 4,November,8
Barisal,0.58,2012,Qtr 4,October,31
Barisal,0.58,2012,Qtr 4,November,2
Barisal,0.58,2013,Qtr 4,November,19
Barisal,0.58,2013,Qtr 4,November,20
Barisal,0.58,2014,Qtr 4,October,20
Barisal,0.58,2015,Qtr 4,November,25
Barisal,0.58,2016,Qtr 4,December,8
Barisal,0.58,2017,Qtr 4,December,2
Barisal,0.58,2018,Qtr 4,October,8
Barisal,0.58,2018,Qtr 4,November,10
Barisal,0.58,2019,Qtr 4,November,25
Barisal,0.58,2020,Qtr 4,November,16
Barisal,0.58,2021,Qtr 4,November,21
Barisal,0.58,2022,Qtr 3,July,13
Barisal,0.59,2009,Qtr 2,June,8
Barisal,0.59,2009,Qtr 4,November,16
Barisal,0.59,2010,Qtr 2,May,8
Barisal,0.59,2010,Qtr 2,May,9
Barisal,0.59,2010,Qtr 4,November,20
Barisal,0.59,2010,Qtr 4,November,21
Barisal,0.59,2011,Qtr 4,November,7
Barisal,0.59,2012,Qtr 2,June,10
Barisal,0.59,2012,Qtr 4,October,30
Barisal,0.59,2013,Qtr 4,November,18
Barisal,0.59,2014,Qtr 2,May,15
Barisal,0.59,2015,Qtr 2,April,2
Barisal,0.59,2015,Qtr 2,April,3
Barisal,0.59,2015,Qtr 4,November,24
Barisal,0.59,2016,Qtr 2,May,16
Barisal,0.59,2016,Qtr 2,June,29
Barisal,0.59,2016,Qtr 4,December,7
Barisal,0.59,2017,Qtr 4,December,1
Barisal,0.59,2018,Qtr 2,April,20
Barisal,0.59,2019,Qtr 2,April,7
Barisal,0.59,2019,Qtr 2,May,6
Barisal,0.59,2019,Qtr 4,October,22
Barisal,0.59,2019,Qtr 4,October,31
Barisal,0.59,2019,Qtr 4,November,24
Barisal,0.59,2020,Qtr 2,May,8
Barisal,0.59,2021,Qtr 2,May,15
Barisal,0.59,2022,Qtr 4,November,5
Barisal,0.59,2023,Qtr 2,May,20
Barisal,0.6,2009,Qtr 4,November,12
Barisal,0.6,2009,Qtr 4,November,21
Barisal,0.6,2010,Qtr 4,November,9
Barisal,0.6,2012,Qtr 4,November,3
Barisal,0.6,2014,Qtr 4,October,9
Barisal,0.6,2015,Qtr 4,December,7
Barisal,0.6,2020,Qtr 4,November,15
Barisal,0.6,2020,Qtr 4,November,24
Barisal,0.61,2011,Qtr 4,November,6
Barisal,0.61,2013,Qtr 4,November,17
Barisal,0.61,2016,Qtr 4,December,6
Barisal,0.61,2017,Qtr 4,November,30
Barisal,0.61,2017,Qtr 4,December,16
Barisal,0.61,2018,Qtr 4,October,7
Barisal,0.61,2018,Qtr 4,November,9
Barisal,0.61,2019,Qtr 3,July,19
Barisal,0.61,2021,Qtr 4,November,12
Barisal,0.61,2022,Qtr 3,July,19
Barisal,0.61,2022,Qtr 3,September,2
Barisal,0.61,2023,Qtr 2,June,23
Barisal,0.62,2009,Qtr 4,November,17
Barisal,0.62,2012,Qtr 4,October,29
Barisal,0.62,2015,Qtr 4,November,23
Barisal,0.62,2018,Qtr 4,October,27
Barisal,0.62,2019,Qtr 4,October,21
Barisal,0.62,2020,Qtr 4,November,14
Barisal,0.62,2020,Qtr 4,November,21
Barisal,0.62,2022,Qtr 4,November,4
Barisal,0.63,2009,Qtr 4,November,11
Barisal,0.63,2010,Qtr 4,November,8
Barisal,0.63,2011,Qtr 2,June,7
Barisal,0.63,2011,Qtr 4,November,5
Barisal,0.63,2012,Qtr 4,October,28
Barisal,0.63,2012,Qtr 4,November,11
Barisal,0.63,2013,Qtr 4,November,16
Barisal,0.63,2014,Qtr 2,May,8
Barisal,0.63,2014,Qtr 2,June,18
Barisal,0.63,2014,Qtr 4,October,8
Barisal,0.63,2015,Qtr 4,November,22
Barisal,0.63,2016,Qtr 2,June,28
Barisal,0.63,2016,Qtr 4,December,5
Barisal,0.63,2017,Qtr 2,June,7
Barisal,0.63,2017,Qtr 4,November,29
Barisal,0.63,2018,Qtr 2,May,30
Barisal,0.63,2018,Qtr 4,October,6
Barisal,0.63,2019,Qtr 1,March,6
Barisal,0.63,2019,Qtr 4,November,23
Barisal,0.63,2020,Qtr 4,November,13
Barisal,0.63,2021,Qtr 2,May,31
Barisal,0.63,2021,Qtr 4,November,11
Barisal,0.63,2021,Qtr 4,November,20
Barisal,0.63,2021,Qtr 4,December,13
Barisal,0.63,2022,Qtr 2,June,6
Barisal,0.63,2022,Qtr 3,September,1
Barisal,0.63,2022,Qtr 3,September,3
Barisal,0.63,2022,Qtr 3,September,4
Barisal,0.63,2022,Qtr 4,November,3
Barisal,0.64,2009,Qtr 3,July,20
Barisal,0.64,2009,Qtr 4,November,10
Barisal,0.64,2011,Qtr 4,November,4
Barisal,0.64,2013,Qtr 4,November,15
Barisal,0.64,2016,Qtr 4,December,4
Barisal,0.64,2017,Qtr 4,November,28
Barisal,0.64,2018,Qtr 4,October,26
Barisal,0.64,2019,Qtr 4,October,23
Barisal,0.64,2019,Qtr 4,November,22
Barisal,0.64,2020,Qtr 4,November,23
Barisal,0.64,2022,Qtr 3,July,30
Barisal,0.64,2022,Qtr 3,August,3
Barisal,0.64,2022,Qtr 4,October,23
Barisal,0.65,2012,Qtr 4,October,27
Barisal,0.65,2014,Qtr 4,October,7
Barisal,0.65,2014,Qtr 4,October,19
Barisal,0.65,2018,Qtr 4,November,8
Barisal,0.65,2021,Qtr 4,November,10
Barisal,0.66,2009,Qtr 2,June,6
Barisal,0.66,2009,Qtr 4,November,9
Barisal,0.66,2009,Qtr 4,November,18
Barisal,0.66,2009,Qtr 4,November,20
Barisal,0.66,2010,Qtr 2,June,1
Barisal,0.66,2010,Qtr 2,June,5
Barisal,0.66,2011,Qtr 2,April,29
Barisal,0.66,2011,Qtr 2,June,5
Barisal,0.66,2011,Qtr 4,November,3
Barisal,0.66,2012,Qtr 2,April,16
Barisal,0.66,2012,Qtr 2,April,29
Barisal,0.66,2012,Qtr 2,May,5
Barisal,0.66,2012,Qtr 2,June,8
Barisal,0.66,2013,Qtr 4,November,14
Barisal,0.66,2014,Qtr 2,May,12
Barisal,0.66,2014,Qtr 2,June,6
Barisal,0.66,2014,Qtr 4,October,6
Barisal,0.66,2015,Qtr 2,May,3
Barisal,0.66,2015,Qtr 2,May,20
Barisal,0.66,2015,Qtr 4,November,21
Barisal,0.66,2016,Qtr 2,May,26
Barisal,0.66,2016,Qtr 2,May,31
Barisal,0.66,2016,Qtr 4,December,3
Barisal,0.66,2018,Qtr 2,April,19
Barisal,0.66,2018,Qtr 2,May,7
Barisal,0.66,2018,Qtr 4,October,5
Barisal,0.66,2018,Qtr 4,October,25
Barisal,0.66,2019,Qtr 1,March,1
Barisal,0.66,2019,Qtr 2,April,6
Barisal,0.66,2019,Qtr 2,June,11
Barisal,0.66,2019,Qtr 2,June,29
Barisal,0.66,2019,Qtr 4,October,20
Barisal,0.66,2019,Qtr 4,October,30
Barisal,0.66,2020,Qtr 1,January,6
Barisal,0.66,2020,Qtr 4,November,12
Barisal,0.66,2020,Qtr 4,November,22
Barisal,0.66,2021,Qtr 2,May,8
Barisal,0.66,2021,Qtr 4,November,9
Barisal,0.66,2022,Qtr 2,May,15
Barisal,0.66,2022,Qtr 2,May,28
Barisal,0.66,2023,Qtr 1,March,22
Barisal,0.66,2023,Qtr 2,May,19
Barisal,0.66,2023,Qtr 2,May,23
Barisal,0.67,2009,Qtr 3,July,13
Barisal,0.67,2012,Qtr 2,June,28
Barisal,0.67,2012,Qtr 4,October,26
Barisal,0.67,2015,Qtr 4,December,6
Barisal,0.67,2016,Qtr 4,December,2
Barisal,0.67,2017,Qtr 4,November,27
Barisal,0.67,2017,Qtr 4,December,15
Barisal,0.67,2018,Qtr 4,October,24
Barisal,0.67,2019,Qtr 3,July,18
Barisal,0.67,2019,Qtr 3,August,6
Barisal,0.67,2019,Qtr 4,November,21
Barisal,0.67,2022,Qtr 3,July,12
Barisal,0.67,2022,Qtr 4,November,2
Barisal,0.67,2023,Qtr 3,July,13
Barisal,0.68,2010,Qtr 4,November,7
Barisal,0.68,2013,Qtr 4,November,13
Barisal,0.68,2018,Qtr 4,October,4
Barisal,0.68,2019,Qtr 3,September,20
Barisal,0.68,2020,Qtr 4,November,11
Barisal,0.68,2021,Qtr 4,November,8
Barisal,0.68,2022,Qtr 4,October,22
Barisal,0.69,2009,Qtr 2,June,7
Barisal,0.69,2009,Qtr 3,July,21
Barisal,0.69,2009,Qtr 4,November,8
Barisal,0.69,2009,Qtr 4,November,19
Barisal,0.69,2010,Qtr 2,June,7
Barisal,0.69,2010,Qtr 4,October,31
Barisal,0.69,2011,Qtr 2,April,1
Barisal,0.69,2011,Qtr 2,May,23
Barisal,0.69,2011,Qtr 4,November,2
Barisal,0.69,2012,Qtr 2,June,1
Barisal,0.69,2012,Qtr 2,June,9
Barisal,0.69,2012,Qtr 4,October,25
Barisal,0.69,2013,Qtr 2,May,10
Barisal,0.69,2013,Qtr 4,November,12
Barisal,0.69,2015,Qtr 4,November,20
Barisal,0.69,2016,Qtr 1,February,26
Barisal,0.69,2016,Qtr 2,May,7
Barisal,0.69,2016,Qtr 2,June,3
Barisal,0.69,2017,Qtr 4,November,26
Barisal,0.69,2018,Qtr 2,May,10
Barisal,0.69,2018,Qtr 2,May,29
Barisal,0.69,2018,Qtr 4,October,23
Barisal,0.69,2018,Qtr 4,October,28
Barisal,0.69,2018,Qtr 4,November,7
Barisal,0.69,2019,Qtr 1,February,28
Barisal,0.69,2019,Qtr 2,April,5
Barisal,0.69,2019,Qtr 2,May,17
Barisal,0.69,2019,Qtr 2,June,23
Barisal,0.69,2019,Qtr 3,August,5
Barisal,0.69,2021,Qtr 4,November,13
Barisal,0.69,2021,Qtr 4,November,19
Barisal,0.69,2022,Qtr 2,May,8
Barisal,0.69,2022,Qtr 2,June,16
Barisal,0.69,2022,Qtr 3,August,9
Barisal,0.69,2023,Qtr 1,March,21
Barisal,0.7,2011,Qtr 4,November,1
Barisal,0.7,2012,Qtr 2,June,29
Barisal,0.7,2012,Qtr 4,October,24
Barisal,0.7,2014,Qtr 4,October,5
Barisal,0.7,2016,Qtr 4,December,1
Barisal,0.7,2018,Qtr 4,October,3
Barisal,0.7,2019,Qtr 4,October,24
Barisal,0.7,2020,Qtr 1,January,3
Barisal,0.7,2021,Qtr 4,November,7
Barisal,0.7,2022,Qtr 3,August,31
Barisal,0.71,2010,Qtr 4,October,30
Barisal,0.71,2012,Qtr 4,November,10
Barisal,0.71,2014,Qtr 4,October,2
Barisal,0.71,2019,Qtr 3,September,19
Barisal,0.71,2020,Qtr 4,November,10
Barisal,0.72,2009,Qtr 2,May,16
Barisal,0.72,2009,Qtr 2,June,5
Barisal,0.72,2009,Qtr 4,November,7
Barisal,0.72,2010,Qtr 3,August,10
Barisal,0.72,2011,Qtr 1,March,31
Barisal,0.72,2012,Qtr 2,June,2
Barisal,0.72,2013,Qtr 2,April,22
Barisal,0.72,2013,Qtr 4,November,11
Barisal,0.72,2014,Qtr 1,February,18
Barisal,0.72,2014,Qtr 2,May,29
Barisal,0.72,2014,Qtr 4,October,3
Barisal,0.72,2015,Qtr 4,December,3
Barisal,0.72,2016,Qtr 2,June,27
Barisal,0.72,2016,Qtr 4,November,30
Barisal,0.72,2017,Qtr 1,March,9
Barisal,0.72,2017,Qtr 2,April,27
Barisal,0.72,2017,Qtr 4,November,25
Barisal,0.72,2019,Qtr 2,April,13
Barisal,0.72,2019,Qtr 3,August,4
Barisal,0.72,2019,Qtr 3,September,21
Barisal,0.72,2019,Qtr 4,November,20
Barisal,0.72,2022,Qtr 3,July,10
Barisal,0.72,2022,Qtr 3,July,11
Barisal,0.72,2023,Qtr 2,June,24
Barisal,0.72,2023,Qtr 3,July,18
Barisal,0.73,2009,Qtr 4,November,4
Barisal,0.73,2009,Qtr 4,November,5
Barisal,0.73,2010,Qtr 4,November,6
Barisal,0.73,2011,Qtr 4,October,31
Barisal,0.73,2012,Qtr 4,October,23
Barisal,0.73,2013,Qtr 4,November,10
Barisal,0.73,2014,Qtr 3,July,12
Barisal,0.73,2014,Qtr 4,October,4
Barisal,0.73,2015,Qtr 4,November,19
Barisal,0.73,2018,Qtr 4,October,2
Barisal,0.73,2018,Qtr 4,October,22
Barisal,0.73,2018,Qtr 4,November,6
Barisal,0.73,2019,Qtr 4,October,19
Barisal,0.73,2021,Qtr 4,November,6
Barisal,0.73,2021,Qtr 4,December,12
Barisal,0.73,2022,Qtr 4,October,21
Barisal,0.73,2022,Qtr 4,November,1
Barisal,0.74,2009,Qtr 4,November,3
Barisal,0.74,2009,Qtr 4,November,6
Barisal,0.74,2011,Qtr 4,October,30
Barisal,0.74,2014,Qtr 4,October,1
Barisal,0.74,2014,Qtr 4,October,18
Barisal,0.75,2009,Qtr 2,May,15
Barisal,0.75,2009,Qtr 2,June,1
Barisal,0.75,2009,Qtr 3,July,19
Barisal,0.75,2010,Qtr 4,October,29
Barisal,0.75,2012,Qtr 4,October,22
Barisal,0.75,2012,Qtr 4,November,4
Barisal,0.75,2013,Qtr 2,May,5
Barisal,0.75,2014,Qtr 2,May,26
Barisal,0.75,2014,Qtr 3,July,13
Barisal,0.75,2016,Qtr 2,May,13
Barisal,0.75,2016,Qtr 4,November,29
Barisal,0.75,2017,Qtr 1,March,14
Barisal,0.75,2017,Qtr 4,November,24
Barisal,0.75,2019,Qtr 2,June,20
Barisal,0.75,2019,Qtr 4,October,15
Barisal,0.75,2021,Qtr 4,November,5
Barisal,0.75,2023,Qtr 3,July,5
Barisal,0.76,2013,Qtr 4,November,9
Barisal,0.76,2015,Qtr 4,November,16
Barisal,0.76,2015,Qtr 4,December,5
Barisal,0.76,2020,Qtr 4,November,9
Barisal,0.76,2022,Qtr 4,October,18
Barisal,0.77,2009,Qtr 4,November,2
Barisal,0.77,2010,Qtr 4,October,3
Barisal,0.77,2014,Qtr 4,October,11
Barisal,0.77,2015,Qtr 4,November,15
Barisal,0.77,2015,Qtr 4,November,17
Barisal,0.77,2015,Qtr 4,November,18
Barisal,0.77,2016,Qtr 4,November,28
Barisal,0.77,2018,Qtr 4,October,21
Barisal,0.77,2019,Qtr 3,July,17
Barisal,0.77,2019,Qtr 3,August,3
Barisal,0.77,2019,Qtr 4,October,29
Barisal,0.77,2019,Qtr 4,November,19
Barisal,0.77,2021,Qtr 4,November,4
Barisal,0.77,2021,Qtr 4,November,18
Barisal,0.77,2022,Qtr 4,October,19
Barisal,0.77,2022,Qtr 4,October,20
Barisal,0.78,2009,Qtr 3,July,12
Barisal,0.78,2009,Qtr 4,November,1
Barisal,0.78,2010,Qtr 3,August,9
Barisal,0.78,2011,Qtr 2,June,4
Barisal,0.78,2011,Qtr 4,October,29
Barisal,0.78,2012,Qtr 2,April,30
Barisal,0.78,2012,Qtr 2,May,4
Barisal,0.78,2012,Qtr 4,October,21
Barisal,0.78,2013,Qtr 4,November,8
Barisal,0.78,2014,Qtr 1,February,17
Barisal,0.78,2016,Qtr 2,April,5
Barisal,0.78,2016,Qtr 4,November,27
Barisal,0.78,2017,Qtr 2,April,20
Barisal,0.78,2017,Qtr 4,December,14
Barisal,0.78,2018,Qtr 2,May,28
Barisal,0.78,2019,Qtr 2,June,19
Barisal,0.78,2019,Qtr 2,June,30
Barisal,0.78,2019,Qtr 3,July,1
Barisal,0.78,2019,Qtr 3,August,31
Barisal,0.78,2020,Qtr 2,May,7
Barisal,0.78,2020,Qtr 4,October,17
Barisal,0.78,2022,Qtr 2,May,4
Barisal,0.78,2022,Qtr 3,July,9
Barisal,0.78,2022,Qtr 3,July,29
Barisal,0.78,2022,Qtr 3,August,8
Barisal,0.78,2023,Qtr 2,June,12
Barisal,0.79,2018,Qtr 4,October,1
Barisal,0.79,2018,Qtr 4,October,9
Barisal,0.8,2009,Qtr 4,October,31
Barisal,0.8,2010,Qtr 3,September,3
Barisal,0.8,2010,Qtr 4,October,28
Barisal,0.8,2010,Qtr 4,November,5
Barisal,0.8,2013,Qtr 4,November,7
Barisal,0.8,2014,Qtr 3,September,17
Barisal,0.8,2014,Qtr 3,September,30
Barisal,0.8,2015,Qtr 4,November,14
Barisal,0.8,2016,Qtr 2,June,26
Barisal,0.8,2016,Qtr 4,November,26
Barisal,0.8,2017,Qtr 4,November,14
Barisal,0.8,2017,Qtr 4,November,23
Barisal,0.8,2018,Qtr 4,November,5
Barisal,0.8,2019,Qtr 3,September,18
Barisal,0.8,2019,Qtr 3,September,22
Barisal,0.8,2019,Qtr 4,October,18
Barisal,0.8,2020,Qtr 4,October,16
Barisal,0.8,2021,Qtr 4,November,3
Barisal,0.8,2022,Qtr 3,August,18
Barisal,0.8,2022,Qtr 3,August,30
Barisal,0.8,2023,Qtr 3,July,8
Barisal,0.81,2011,Qtr 2,April,27
Barisal,0.81,2011,Qtr 2,April,28
Barisal,0.81,2012,Qtr 2,April,7
Barisal,0.81,2012,Qtr 2,May,1
Barisal,0.81,2012,Qtr 2,May,3
Barisal,0.81,2014,Qtr 2,May,27
Barisal,0.81,2015,Qtr 2,April,9
Barisal,0.81,2015,Qtr 2,June,20
Barisal,0.81,2016,Qtr 1,February,25
Barisal,0.81,2016,Qtr 2,May,15
Barisal,0.81,2016,Qtr 2,June,22
Barisal,0.81,2018,Qtr 4,October,20
Barisal,0.81,2019,Qtr 2,May,5
Barisal,0.81,2019,Qtr 2,May,16
Barisal,0.81,2020,Qtr 2,April,22
Barisal,0.81,2022,Qtr 3,July,22
Barisal,0.81,2022,Qtr 4,October,31
Barisal,0.81,2023,Qtr 3,July,9
Barisal,0.82,2010,Qtr 3,September,2
Barisal,0.82,2010,Qtr 3,September,4
Barisal,0.82,2012,Qtr 4,October,20
Barisal,0.82,2020,Qtr 4,November,8
Barisal,0.83,2009,Qtr 3,July,15
Barisal,0.83,2009,Qtr 3,July,22
Barisal,0.83,2009,Qtr 4,October,30
Barisal,0.83,2010,Qtr 4,October,4
Barisal,0.83,2011,Qtr 4,October,28
Barisal,0.83,2012,Qtr 4,November,9
Barisal,0.83,2013,Qtr 4,November,6
Barisal,0.83,2014,Qtr 3,July,14
Barisal,0.83,2015,Qtr 4,October,29
Barisal,0.83,2015,Qtr 4,November,13
Barisal,0.83,2015,Qtr 4,December,4
Barisal,0.83,2016,Qtr 4,November,25
Barisal,0.83,2017,Qtr 4,November,13
Barisal,0.83,2019,Qtr 3,August,30
Barisal,0.83,2019,Qtr 4,November,18
Barisal,0.83,2020,Qtr 2,June,26
Barisal,0.83,2021,Qtr 4,November,2
Barisal,0.83,2022,Qtr 3,August,6
Barisal,0.83,2022,Qtr 3,August,7
Barisal,0.83,2022,Qtr 4,October,17
Barisal,0.83,2023,Qtr 3,July,12
Barisal,0.83,2023,Qtr 3,July,14
Barisal,0.84,2010,Qtr 4,October,27
Barisal,0.84,2019,Qtr 3,September,6
Barisal,0.84,2019,Qtr 4,October,14
Barisal,0.85,2009,Qtr 4,October,29
Barisal,0.85,2010,Qtr 3,July,18
Barisal,0.85,2013,Qtr 4,November,5
Barisal,0.85,2014,Qtr 2,May,28
Barisal,0.85,2014,Qtr 3,July,11
Barisal,0.85,2014,Qtr 3,September,16
Barisal,0.85,2014,Qtr 3,September,18
Barisal,0.85,2015,Qtr 2,April,29
Barisal,0.85,2015,Qtr 2,May,2
Barisal,0.85,2015,Qtr 2,May,17
Barisal,0.85,2015,Qtr 4,October,28
Barisal,0.85,2016,Qtr 2,May,25
Barisal,0.85,2016,Qtr 2,June,2
Barisal,0.85,2016,Qtr 2,June,6
Barisal,0.85,2016,Qtr 4,November,24
Barisal,0.85,2018,Qtr 3,September,30
Barisal,0.85,2019,Qtr 2,April,4
Barisal,0.85,2019,Qtr 2,April,8
Barisal,0.85,2019,Qtr 2,June,18
Barisal,0.85,2019,Qtr 4,October,16
Barisal,0.85,2020,Qtr 1,January,5
Barisal,0.85,2020,Qtr 4,October,15
Barisal,0.85,2022,Qtr 2,June,5
Barisal,0.85,2022,Qtr 2,June,28
Barisal,0.85,2022,Qtr 3,July,20
Barisal,0.85,2022,Qtr 3,September,5
Barisal,0.85,2023,Qtr 2,April,3
Barisal,0.85,2023,Qtr 2,May,28
Barisal,0.85,2023,Qtr 3,July,4
Barisal,0.86,2010,Qtr 4,October,2
Barisal,0.86,2012,Qtr 3,July,17
Barisal,0.86,2014,Qtr 3,July,9
Barisal,0.86,2016,Qtr 2,June,21
Barisal,0.86,2016,Qtr 2,June,23
Barisal,0.86,2017,Qtr 4,November,12
Barisal,0.86,2017,Qtr 4,November,22
Barisal,0.86,2019,Qtr 3,July,25
Barisal,0.86,2019,Qtr 3,August,2
Barisal,0.86,2019,Qtr 3,August,7
Barisal,0.86,2020,Qtr 2,June,25
Barisal,0.86,2020,Qtr 4,October,14
Barisal,0.86,2022,Qtr 3,August,4
Barisal,0.86,2022,Qtr 3,August,10
Barisal,0.86,2022,Qtr 3,August,29
Barisal,0.86,2023,Qtr 3,July,6
Barisal,0.87,2009,Qtr 2,April,3
Barisal,0.87,2009,Qtr 2,May,24
Barisal,0.87,2009,Qtr 2,May,29
Barisal,0.87,2009,Qtr 2,June,2
Barisal,0.87,2009,Qtr 3,July,11
Barisal,0.87,2009,Qtr 4,October,28
Barisal,0.87,2010,Qtr 2,June,6
Barisal,0.87,2011,Qtr 2,May,22
Barisal,0.87,2012,Qtr 2,May,2
Barisal,0.87,2012,Qtr 4,October,19
Barisal,0.87,2014,Qtr 3,July,31
Barisal,0.87,2014,Qtr 4,October,17
Barisal,0.87,2015,Qtr 4,October,27
Barisal,0.87,2015,Qtr 4,November,12
Barisal,0.87,2016,Qtr 2,June,1
Barisal,0.87,2016,Qtr 4,November,23
Barisal,0.87,2017,Qtr 2,June,6
Barisal,0.87,2018,Qtr 4,October,19
Barisal,0.87,2020,Qtr 2,April,23
Barisal,0.87,2020,Qtr 2,June,1
Barisal,0.87,2020,Qtr 2,June,10
Barisal,0.87,2021,Qtr 2,May,14
Barisal,0.87,2021,Qtr 4,November,1
Barisal,0.87,2023,Qtr 2,June,25
Barisal,0.87,2023,Qtr 3,July,7
Barisal,0.87,2023,Qtr 3,July,17
Barisal,0.88,2010,Qtr 4,October,26
Barisal,0.88,2011,Qtr 4,October,27
Barisal,0.88,2013,Qtr 4,November,4
Barisal,0.88,2014,Qtr 3,September,13
Barisal,0.88,2014,Qtr 3,September,14
Barisal,0.88,2017,Qtr 4,November,11
Barisal,0.88,2019,Qtr 3,September,23
Barisal,0.88,2020,Qtr 4,October,13
Barisal,0.88,2021,Qtr 4,November,17
Barisal,0.89,2009,Qtr 3,July,18
Barisal,0.89,2010,Qtr 3,August,8
Barisal,0.89,2012,Qtr 2,June,27
Barisal,0.89,2014,Qtr 3,July,30
Barisal,0.89,2014,Qtr 3,September,15
Barisal,0.89,2014,Qtr 3,September,29
Barisal,0.89,2019,Qtr 4,October,17
Barisal,0.89,2021,Qtr 4,November,14
Barisal,0.89,2021,Qtr 4,December,11
Barisal,0.89,2022,Qtr 2,June,29
Barisal,0.89,2022,Qtr 3,August,5
Barisal,0.89,2022,Qtr 3,August,28
Barisal,0.9,2009,Qtr 4,October,27
Barisal,0.9,2015,Qtr 4,October,26
Barisal,0.9,2016,Qtr 4,October,25
Barisal,0.9,2020,Qtr 4,October,29
Barisal,0.9,2020,Qtr 4,October,30
Barisal,0.91,2009,Qtr 2,June,4
Barisal,0.91,2009,Qtr 2,June,27
Barisal,0.91,2010,Qtr 3,July,17
Barisal,0.91,2010,Qtr 3,September,5
Barisal,0.91,2010,Qtr 3,September,7
Barisal,0.91,2010,Qtr 4,November,4
Barisal,0.91,2012,Qtr 3,July,16
