datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
2013-08-08,Rajshahi,30.6,26.1,28.0,41.2,26.1,33.2,26.6,92.3,20.9,100,100.0,rain,,,,19.8,174.2,1002.6,86.0,6.0,143.6,12.4,5,,2013-08-08T05:37:12,2013-08-08T18:44:55,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-08-09,Rajshahi,30.3,25.9,28.0,38.4,25.9,32.9,26.4,91.0,8.3,100,100.0,rain,,,,15.8,147.7,1002.9,85.5,6.6,127.1,10.8,4,,2013-08-09T05:37:38,2013-08-09T18:44:12,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-08-10,Rajshahi,32.0,26.1,28.5,40.8,26.1,33.5,26.3,88.5,7.9,100,100.0,rain,,,,13.0,211.7,1003.4,94.0,6.2,152.4,13.0,5,,2013-08-10T05:38:04,2013-08-10T18:43:28,0.12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-08-11,Rajshahi,32.1,25.8,28.1,42.6,25.8,31.9,25.8,88.0,9.0,100,100.0,rain,,,,11.2,185.7,1004.2,87.9,6.7,127.5,11.0,4,,2013-08-11T05:38:29,2013-08-11T18:42:43,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-08-12,Rajshahi,31.9,24.9,28.1,39.1,24.9,32.2,25.5,86.7,4.7,100,100.0,rain,,,,11.5,159.4,1003.9,90.2,5.3,196.3,16.7,7,,2013-08-12T05:38:55,2013-08-12T18:41:58,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-08-13,Rajshahi,32.6,25.8,28.4,45.3,25.8,33.4,26.0,87.4,3.3,100,50.0,rain,,,,13.7,179.7,1003.3,80.3,6.8,165.7,14.3,6,,2013-08-13T05:39:20,2013-08-13T18:41:11,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"41907099999,remote,41895099999"
2013-08-14,Rajshahi,31.5,25.7,28.6,39.2,25.7,33.7,25.9,86.1,1.9,100,50.0,rain,,,,9.4,190.9,1002.4,83.0,4.7,153.9,13.2,5,,2013-08-14T05:39:45,2013-08-14T18:40:24,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41907099999,remote,41895099999"
2013-08-15,Rajshahi,31.4,26.3,28.4,39.9,26.3,33.5,26.3,88.7,10.9,100,100.0,rain,,,,13.7,202.8,1003.2,77.4,6.0,144.4,12.5,5,,2013-08-15T05:40:10,2013-08-15T18:39:36,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-08-16,Rajshahi,29.9,25.9,27.7,36.9,25.9,31.3,25.8,89.7,10.4,100,62.5,rain,,,,11.5,151.9,1002.7,86.3,6.3,112.4,9.7,4,,2013-08-16T05:40:35,2013-08-16T18:38:47,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41907099999,remote,41895099999"
2013-08-17,Rajshahi,31.5,25.3,28.3,40.8,25.3,32.7,25.7,86.5,3.6,100,100.0,rain,,,,11.2,139.3,1000.9,84.8,6.5,176.7,15.1,6,,2013-08-17T05:40:59,2013-08-17T18:37:57,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-08-18,Rajshahi,32.1,25.7,27.7,40.9,25.7,31.7,25.9,90.3,9.3,100,100.0,rain,,,,20.9,63.8,999.9,88.7,6.2,87.3,7.6,2,,2013-08-18T05:41:24,2013-08-18T18:37:06,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-08-19,Rajshahi,30.3,25.5,27.6,36.9,25.5,30.9,25.6,88.9,15.1,100,100.0,rain,,,,29.5,95.3,998.8,93.0,6.7,167.6,14.4,6,,2013-08-19T05:41:48,2013-08-19T18:36:15,0.44,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-08-20,Rajshahi,28.8,25.6,27.2,36.1,25.6,30.6,25.9,92.6,10.7,100,87.5,rain,,,,27.7,102.0,996.9,77.5,6.5,94.8,8.3,3,,2013-08-20T05:42:12,2013-08-20T18:35:22,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-08-21,Rajshahi,30.2,25.9,27.6,38.7,25.9,31.7,26.2,92.0,11.3,100,100.0,rain,,,,24.8,115.7,997.9,90.8,6.3,129.3,11.2,5,,2013-08-21T05:42:35,2013-08-21T18:34:29,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-08-22,Rajshahi,32.1,25.5,28.5,42.5,25.5,33.1,25.8,86.4,2.6,100,50.0,rain,,,,19.8,131.5,1000.6,61.2,6.5,213.4,18.3,7,,2013-08-22T05:42:59,2013-08-22T18:33:36,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-08-23,Rajshahi,32.8,24.6,29.0,43.4,24.6,34.9,26.1,85.5,0.3,100,8.33,rain,,,,13.0,136.1,1001.6,33.1,6.2,289.3,24.9,9,,2013-08-23T05:43:22,2013-08-23T18:32:41,0.57,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"41907099999,remote,41895099999"
2013-08-24,Rajshahi,33.4,25.9,29.6,48.1,25.9,36.3,26.4,83.7,0.0,0,0.0,,,,,11.2,181.8,1001.7,67.6,6.5,237.9,20.5,8,,2013-08-24T05:43:45,2013-08-24T18:31:47,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41907099999,remote,41895099999"
2013-08-25,Rajshahi,34.1,26.4,30.0,47.4,26.4,37.9,27.1,85.1,0.4,100,16.67,rain,,,,8.6,227.8,1001.3,79.5,6.3,158.7,13.7,5,,2013-08-25T05:44:08,2013-08-25T18:30:51,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"41907099999,remote,41895099999"
2013-08-26,Rajshahi,33.5,26.7,29.2,44.7,30.5,36.6,26.9,87.8,5.9,100,79.17,rain,,,,12.2,336.1,999.9,84.4,5.3,105.9,9.0,4,,2013-08-26T05:44:31,2013-08-26T18:29:55,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-08-27,Rajshahi,31.0,25.4,27.8,40.1,25.4,32.4,26.3,91.7,36.9,100,100.0,rain,,,,19.4,73.5,1000.9,93.1,6.5,92.6,8.1,3,,2013-08-27T05:44:53,2013-08-27T18:28:58,0.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-08-28,Rajshahi,30.0,25.7,27.5,37.0,25.7,30.6,25.7,90.4,16.0,100,100.0,rain,,,,29.9,139.4,1002.2,90.9,5.0,216.3,18.8,7,,2013-08-28T05:45:16,2013-08-28T18:28:00,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-08-29,Rajshahi,32.1,25.4,27.7,42.4,25.4,31.1,25.7,89.5,5.9,100,79.17,rain,,,,20.2,168.0,1004.6,82.2,6.3,176.3,15.2,7,,2013-08-29T05:45:38,2013-08-29T18:27:03,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-08-30,Rajshahi,32.2,25.5,28.5,41.8,25.5,33.9,26.1,87.3,1.9,100,58.33,rain,,,,16.9,194.2,1003.8,77.6,6.3,209.4,18.1,7,,2013-08-30T05:46:00,2013-08-30T18:26:04,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-08-31,Rajshahi,31.9,26.0,29.0,42.2,26.0,35.5,26.8,88.3,1.5,100,62.5,rain,,,,16.6,188.9,1003.1,91.9,6.5,168.4,14.6,5,,2013-08-31T05:46:22,2013-08-31T18:25:05,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"41907099999,remote,41895099999"
2013-09-01,Rajshahi,33.8,26.1,28.4,45.2,26.1,33.9,26.6,90.4,21.0,100,100.0,rain,,,,12.6,210.2,1002.8,90.5,6.6,124.7,10.8,4,,2013-09-01T05:46:43,2013-09-01T18:24:06,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-09-02,Rajshahi,30.6,25.1,28.2,40.1,25.1,34.8,27.1,94.1,13.2,100,100.0,rain,,,,12.6,151.2,1004.6,93.5,6.2,78.9,6.7,3,,2013-09-02T05:47:05,2013-09-02T18:23:06,0.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-09-03,Rajshahi,30.6,26.4,27.9,39.9,26.4,33.1,26.7,93.2,6.5,100,100.0,rain,,,,18.0,122.9,1004.0,94.5,6.0,91.1,7.9,4,,2013-09-03T05:47:26,2013-09-03T18:22:06,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-09-04,Rajshahi,31.0,26.0,28.1,39.1,26.0,32.3,25.9,88.5,5.2,100,66.67,rain,,,,13.3,255.8,1002.3,88.6,5.3,137.1,11.9,5,,2013-09-04T05:47:47,2013-09-04T18:21:05,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-09-05,Rajshahi,32.9,23.1,28.7,42.4,23.1,33.6,25.9,85.2,1.4,100,37.5,rain,,,,16.9,248.1,1001.8,73.8,6.5,230.4,20.0,8,,2013-09-05T05:48:09,2013-09-05T18:20:04,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"41907099999,remote,41895099999"
2013-09-06,Rajshahi,33.6,25.2,29.3,41.6,25.2,34.7,25.7,82.3,0.3,100,12.5,rain,,,,10.8,214.3,1003.9,79.4,6.7,193.6,16.6,7,,2013-09-06T05:48:30,2013-09-06T18:19:03,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"41907099999,remote,41895099999"
2013-09-07,Rajshahi,34.4,25.8,28.2,45.9,25.8,32.2,25.9,87.8,0.4,100,16.67,rain,,,,8.3,198.6,1006.2,77.8,6.7,97.1,8.3,3,,2013-09-07T05:48:51,2013-09-07T18:18:01,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"41907099999,remote,41895099999"
2013-09-08,Rajshahi,31.7,25.1,27.0,41.8,25.1,29.8,25.3,90.8,16.8,100,100.0,rain,,,,10.4,173.1,1007.4,82.4,6.0,110.5,9.4,4,,2013-09-08T05:49:12,2013-09-08T18:16:59,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-09-09,Rajshahi,31.5,25.1,27.5,40.0,25.1,30.6,25.4,89.2,9.3,100,66.67,rain,,,,10.8,184.2,1008.4,76.0,6.5,125.7,10.9,5,,2013-09-09T05:49:33,2013-09-09T18:15:57,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-09-10,Rajshahi,33.6,24.9,27.8,43.0,24.9,31.2,25.2,86.3,1.1,100,41.67,rain,,,,12.6,196.1,1006.7,74.8,6.2,209.5,18.2,7,,2013-09-10T05:49:53,2013-09-10T18:14:54,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-09-11,Rajshahi,32.8,24.9,28.1,42.0,24.9,32.1,25.4,85.7,1.6,100,45.83,rain,,,,9.0,178.5,1006.2,70.0,6.2,180.3,15.6,6,,2013-09-11T05:50:14,2013-09-11T18:13:51,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"41907099999,remote,41895099999"
2013-09-12,Rajshahi,32.3,25.0,28.8,42.9,25.0,34.0,25.5,83.2,0.0,0,0.0,,,,,8.3,354.4,1007.8,61.5,6.0,175.5,15.2,6,,2013-09-12T05:50:35,2013-09-12T18:12:48,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41907099999,remote,41895099999"
2013-09-13,Rajshahi,34.6,26.4,29.6,44.5,26.4,36.4,26.3,83.2,2.6,100,54.17,rain,,,,9.4,9.9,1007.0,70.0,7.0,140.1,12.2,5,,2013-09-13T05:50:56,2013-09-13T18:11:45,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41907099999,remote,41895099999"
2013-09-14,Rajshahi,31.8,26.6,28.7,41.2,26.6,34.2,25.9,85.3,1.9,100,50.0,rain,,,,14.6,12.2,1005.4,73.0,6.7,135.0,11.6,5,,2013-09-14T05:51:16,2013-09-14T18:10:42,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"41907099999,remote,41895099999"
2013-09-15,Rajshahi,32.6,25.3,29.1,41.5,25.3,33.9,25.6,82.7,0.0,0,0.0,,,,,6.8,210.6,1003.3,77.0,6.2,217.7,18.9,8,,2013-09-15T05:51:37,2013-09-15T18:09:39,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41907099999,remote,41895099999"
2013-09-16,Rajshahi,33.0,26.2,29.2,43.9,26.2,34.6,25.9,83.0,3.0,100,62.5,rain,,,,10.8,348.6,1001.8,76.2,6.7,145.5,12.5,5,,2013-09-16T05:51:58,2013-09-16T18:08:35,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41907099999,remote,41895099999"
2013-09-17,Rajshahi,33.0,25.7,28.2,42.2,25.7,32.4,25.5,85.9,5.9,100,87.5,rain,,,,9.0,299.3,1001.3,84.5,6.5,115.9,10.1,4,,2013-09-17T05:52:18,2013-09-17T18:07:32,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-09-18,Rajshahi,33.3,25.4,28.0,42.6,25.4,32.6,26.3,91.0,5.2,100,100.0,rain,,,,13.3,55.3,1001.5,87.1,6.2,108.5,9.3,4,,2013-09-18T05:52:39,2013-09-18T18:06:28,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-09-19,Rajshahi,31.4,25.3,28.3,40.8,25.3,33.5,26.3,89.1,1.7,100,54.17,rain,,,,20.9,111.6,1001.3,88.1,6.7,185.7,16.0,6,,2013-09-19T05:53:00,2013-09-19T18:05:25,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-09-20,Rajshahi,31.4,25.5,28.1,39.9,25.5,32.6,25.9,88.3,1.0,100,25.0,rain,,,,14.4,138.0,1002.8,85.3,6.5,174.3,15.2,7,,2013-09-20T05:53:21,2013-09-20T18:04:21,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41907099999,remote,41895099999"
2013-09-21,Rajshahi,34.0,24.5,28.3,42.1,24.5,32.6,25.4,85.0,2.4,100,62.5,rain,,,,14.0,138.5,1004.3,69.3,6.7,238.4,20.5,8,,2013-09-21T05:53:42,2013-09-21T18:03:17,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41907099999,remote,41895099999"
2013-09-22,Rajshahi,34.3,24.5,28.9,42.5,24.5,33.5,25.3,82.5,0.6,100,25.0,rain,,,,10.4,190.2,1003.1,33.7,6.7,271.2,23.4,9,,2013-09-22T05:54:03,2013-09-22T18:02:14,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"41907099999,remote,41895099999"
2013-09-23,Rajshahi,34.4,25.2,29.1,43.0,25.2,34.3,25.7,83.1,0.0,0,0.0,,,,,10.1,206.6,1001.8,49.0,7.3,230.0,19.9,8,,2013-09-23T05:54:24,2013-09-23T18:01:11,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41907099999,remote,41895099999"
2013-09-24,Rajshahi,35.0,25.7,29.3,43.5,25.7,35.3,26.2,84.2,1.2,100,50.0,rain,,,,8.3,194.9,1003.6,49.9,4.7,164.6,14.1,6,,2013-09-24T05:54:46,2013-09-24T18:00:07,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41907099999,remote,41895099999"
2013-09-25,Rajshahi,32.5,25.8,28.1,41.4,25.8,32.9,26.2,89.4,4.7,100,100.0,rain,,,,14.7,172.8,1005.2,80.5,6.7,99.7,8.5,3,,2013-09-25T05:55:07,2013-09-25T17:59:04,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-09-26,Rajshahi,33.6,25.2,28.1,44.9,25.2,32.1,25.5,86.6,3.1,100,100.0,rain,,,,9.7,168.5,1006.2,88.0,6.5,152.8,13.2,6,,2013-09-26T05:55:29,2013-09-26T17:58:01,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-09-27,Rajshahi,32.6,25.2,28.0,43.2,25.2,32.1,25.5,86.7,6.2,100,100.0,rain,,,,7.2,336.8,1005.9,89.6,6.2,118.7,10.4,4,,2013-09-27T05:55:51,2013-09-27T17:56:58,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-09-28,Rajshahi,32.4,24.9,27.5,39.8,24.9,30.7,25.6,90.2,16.9,100,100.0,rain,,,,11.5,27.1,1004.9,93.1,6.2,108.3,9.4,4,,2013-09-28T05:56:13,2013-09-28T17:55:56,0.78,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-09-29,Rajshahi,28.5,25.1,26.5,33.7,25.1,28.4,25.2,92.8,27.5,100,100.0,rain,,,,21.2,82.6,1004.2,83.9,6.0,116.5,10.1,4,,2013-09-29T05:56:35,2013-09-29T17:54:53,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-09-30,Rajshahi,28.2,24.9,26.3,33.3,24.9,27.9,25.0,92.9,12.6,100,100.0,rain,,,,21.6,82.7,1004.3,83.2,5.2,102.3,8.8,4,,2013-09-30T05:56:57,2013-09-30T17:53:51,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-10-01,Rajshahi,28.8,24.7,26.4,34.8,24.7,28.2,25.2,93.0,8.4,100,100.0,rain,,,,20.9,74.4,1006.0,77.7,6.0,115.5,9.9,4,,2013-10-01T05:57:20,2013-10-01T17:52:50,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-10-02,Rajshahi,31.6,24.6,27.9,38.6,24.6,31.2,24.8,84.3,5.1,100,100.0,rain,,,,11.5,68.3,1008.4,68.9,6.5,155.9,13.4,5,,2013-10-02T05:57:43,2013-10-02T17:51:48,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-10-03,Rajshahi,31.3,24.8,27.7,37.4,24.8,30.8,24.9,85.9,4.0,100,100.0,rain,,,,12.2,242.1,1008.9,75.1,6.2,157.3,13.6,6,,2013-10-03T05:58:06,2013-10-03T17:50:47,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-10-04,Rajshahi,29.7,24.5,26.9,35.6,24.5,29.2,25.1,90.3,5.0,100,79.17,rain,,,,13.3,194.2,1007.4,81.5,6.2,158.6,13.6,6,,2013-10-04T05:58:30,2013-10-04T17:49:46,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-10-05,Rajshahi,31.1,24.1,26.7,40.9,24.1,29.0,25.3,92.3,27.9,100,100.0,rain,,,,13.3,196.8,1006.3,83.1,5.5,91.2,7.9,3,,2013-10-05T05:58:53,2013-10-05T17:48:46,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-10-06,Rajshahi,30.0,24.9,26.9,36.7,24.9,29.6,25.4,91.7,20.2,100,100.0,rain,,,,11.5,157.0,1006.8,81.6,5.0,135.2,11.7,5,,2013-10-06T05:59:17,2013-10-06T17:47:46,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-10-07,Rajshahi,28.9,25.0,26.6,35.3,25.0,28.8,25.2,92.3,10.9,100,100.0,rain,,,,7.9,82.6,1008.1,87.5,5.7,71.5,6.1,3,,2013-10-07T05:59:42,2013-10-07T17:46:47,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-10-08,Rajshahi,30.0,23.7,26.2,36.3,23.7,28.0,24.5,90.8,5.4,100,100.0,rain,,,,18.0,70.4,1009.8,77.3,6.2,128.7,11.2,5,,2013-10-08T06:00:07,2013-10-08T17:45:48,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-10-09,Rajshahi,30.4,22.6,25.8,35.7,22.6,27.4,23.8,89.4,3.5,100,100.0,rain,,,,18.0,89.6,1009.7,53.9,5.3,186.4,16.1,6,,2013-10-09T06:00:32,2013-10-09T17:44:49,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-10-10,Rajshahi,31.2,23.7,26.3,36.8,23.7,28.1,24.5,90.0,0.2,100,8.33,rain,,,,10.8,1.7,1010.5,84.2,6.2,103.1,9.1,4,,2013-10-10T06:00:57,2013-10-10T17:43:52,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"41907099999,remote,41895099999"
2013-10-11,Rajshahi,32.2,23.2,27.2,38.3,23.2,30.1,24.4,85.5,0.0,0,0.0,,,,,13.3,42.3,1009.2,49.5,6.5,205.0,17.8,7,,2013-10-11T06:01:23,2013-10-11T17:42:54,0.22,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41907099999,remote,41895099999"
2013-10-12,Rajshahi,33.6,24.2,26.7,43.1,24.2,28.9,24.8,89.9,1.6,100,58.33,rain,,,,14.0,122.8,1007.4,72.2,6.7,100.6,8.7,4,,2013-10-12T06:01:49,2013-10-12T17:41:58,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41907099999,remote,41895099999"
2013-10-13,Rajshahi,32.6,24.9,27.0,41.6,24.9,29.7,25.3,90.4,14.4,100,100.0,rain,,,,26.6,103.5,1007.8,83.5,6.5,126.9,11.1,5,,2013-10-13T06:02:15,2013-10-13T17:41:01,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-10-14,Rajshahi,30.7,24.9,27.3,39.5,24.9,30.7,25.9,92.3,24.5,100,100.0,rain,,,,25.9,138.9,1006.5,73.1,6.0,185.7,16.2,7,,2013-10-14T06:02:42,2013-10-14T17:40:06,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-10-15,Rajshahi,30.5,24.2,27.1,38.6,24.2,30.1,25.7,92.0,18.3,100,100.0,rain,,,,20.2,166.7,1008.1,92.7,6.3,185.7,16.2,7,,2013-10-15T06:03:09,2013-10-15T17:39:11,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-10-16,Rajshahi,30.8,23.7,27.2,36.9,23.7,29.7,24.3,85.3,5.7,100,100.0,rain,,,,6.8,285.4,1008.3,55.2,5.7,219.3,19.0,8,,2013-10-16T06:03:37,2013-10-16T17:38:17,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-10-17,Rajshahi,30.6,23.4,26.9,36.4,23.4,29.3,24.2,85.7,4.2,100,50.0,rain,,,,7.9,342.4,1009.4,36.7,6.2,224.2,19.2,8,,2013-10-17T06:04:05,2013-10-17T17:37:24,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"41907099999,remote,41895099999"
2013-10-18,Rajshahi,31.1,23.0,27.3,37.9,23.0,30.1,24.3,84.7,0.0,0,0.0,,,,,9.0,339.4,1010.2,19.1,5.9,229.7,19.8,8,,2013-10-18T06:04:34,2013-10-18T17:36:32,0.47,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2013-10-19,Rajshahi,31.6,23.2,27.6,37.5,23.2,30.4,23.8,80.7,0.0,0,0.0,,,,,9.7,15.3,1010.7,40.6,5.9,213.0,18.4,8,,2013-10-19T06:05:03,2013-10-19T17:35:40,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41907099999,remote,41895099999"
2013-10-20,Rajshahi,32.0,24.6,27.5,39.3,24.6,30.1,24.1,82.6,2.3,100,62.5,rain,,,,10.1,250.1,1010.4,32.7,6.2,185.4,16.0,7,,2013-10-20T06:05:32,2013-10-20T17:34:49,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41907099999,remote,41895099999"
2013-10-21,Rajshahi,29.6,23.2,26.3,35.5,23.2,27.8,23.4,84.9,5.3,100,100.0,rain,,,,6.8,281.4,1009.3,34.4,6.2,142.8,12.2,4,,2013-10-21T06:06:02,2013-10-21T17:33:59,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-10-22,Rajshahi,29.1,23.4,25.5,33.9,23.4,26.5,23.6,89.7,5.3,100,95.83,rain,,,,10.1,138.4,1011.0,73.8,5.7,114.2,9.9,4,,2013-10-22T06:06:33,2013-10-22T17:33:10,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41907099999,remote,41895099999"
2013-10-23,Rajshahi,29.1,21.9,25.6,32.9,21.9,26.8,22.9,85.6,1.1,100,37.5,rain,,,,9.0,118.4,1013.3,45.1,6.0,207.5,17.9,8,,2013-10-23T06:07:04,2013-10-23T17:32:21,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"41907099999,remote,41895099999"
2013-10-24,Rajshahi,29.8,21.9,26.0,34.3,21.9,27.7,23.2,85.1,7.9,100,58.33,rain,,,,9.7,10.8,1012.5,67.7,6.5,181.1,15.7,7,,2013-10-24T06:07:35,2013-10-24T17:31:34,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41907099999,remote,41895099999"
