datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions
2015-06-14,"Khulna,Bangladesh",33.8,26.1,28.6,45.0,26.1,33.4,25.9,86.4,25.4,100.0,100.0,rain,,,,17.0,174.4,1001.9,82.5,7.4,105.1,8.9,3.0,,2015-06-14T05:16:20,2015-06-14T18:47:45,0.92,"Rain, Partially cloudy"
2015-06-15,"Khulna,Bangladesh",31.8,26.1,28.5,41.3,26.1,33.0,25.7,85.8,11.4,100.0,83.33,rain,,,,14.1,176.2,1001.3,70.5,7.7,160.7,13.9,5.0,,2015-06-15T05:16:26,2015-06-15T18:48:04,0.95,"Rain, Partially cloudy"
2015-06-16,"Khulna,Bangladesh",30.9,26.1,28.2,42.1,26.1,33.0,26.1,88.7,16.1,100.0,58.33,rain,,,,12.6,181.4,1002.0,83.4,7.0,112.6,9.6,3.0,,2015-06-16T05:16:34,2015-06-16T18:48:21,0.0,"Rain, Partially cloudy"
2015-06-17,"Khulna,Bangladesh",33.7,26.2,29.4,43.2,26.2,34.5,25.4,80.5,0.0,0.0,0.0,,,,,15.1,148.4,1001.4,70.0,7.6,210.0,18.2,7.0,,2015-06-17T05:16:42,2015-06-17T18:48:38,0.02,Partially cloudy
2015-06-18,"Khulna,Bangladesh",34.8,26.3,29.3,46.0,26.3,34.8,25.9,82.9,3.2,100.0,33.33,rain,,,,13.3,117.8,1001.0,78.5,7.2,142.9,12.3,5.0,,2015-06-18T05:16:52,2015-06-18T18:48:54,0.05,"Rain, Partially cloudy"
2015-06-19,"Khulna,Bangladesh",34.5,26.2,29.9,42.5,26.2,35.9,25.9,80.8,1.0,100.0,41.67,rain,,,,21.2,124.3,1000.5,51.4,7.7,277.4,24.0,8.0,,2015-06-19T05:17:02,2015-06-19T18:49:10,0.09,"Rain, Partially cloudy"
2015-06-20,"Khulna,Bangladesh",33.9,27.0,29.8,41.7,31.3,36.5,26.0,81.1,4.4,100.0,87.5,rain,,,,24.1,126.6,1000.0,48.3,7.5,257.7,22.3,8.0,,2015-06-20T05:17:13,2015-06-20T18:49:24,0.12,"Rain, Partially cloudy"
2015-06-21,"Khulna,Bangladesh",33.6,27.0,29.4,42.0,31.2,35.8,26.0,83.1,16.4,100.0,100.0,rain,,,,23.0,151.2,998.9,85.5,6.9,239.5,20.7,7.0,,2015-06-21T05:17:25,2015-06-21T18:49:38,0.15,"Rain, Partially cloudy"
2015-06-22,"Khulna,Bangladesh",32.8,26.1,28.6,42.2,26.1,33.9,25.9,86.2,27.1,100.0,100.0,rain,,,,26.3,176.4,996.7,72.3,5.5,249.6,21.5,7.0,,2015-06-22T05:17:38,2015-06-22T18:49:50,0.18,"Rain, Partially cloudy"
2015-06-23,"Khulna,Bangladesh",32.4,26.8,28.5,41.4,31.1,34.5,26.3,88.4,19.1,100.0,100.0,rain,,,,29.2,197.1,995.5,95.1,6.0,205.8,17.7,7.0,,2015-06-23T05:17:52,2015-06-23T18:50:02,0.21,"Rain, Overcast"
2015-06-24,"Khulna,Bangladesh",32.1,26.7,28.6,43.6,30.3,35.6,26.9,90.5,37.1,100.0,100.0,rain,,,,21.2,238.8,996.5,93.4,5.8,157.0,13.4,5.0,,2015-06-24T05:18:06,2015-06-24T18:50:13,0.25,"Rain, Overcast"
2015-06-25,"Khulna,Bangladesh",30.8,26.2,28.0,40.6,26.2,33.9,26.8,93.4,63.1,100.0,100.0,rain,,,,19.4,252.5,995.6,91.3,5.0,111.5,9.5,3.0,,2015-06-25T05:18:21,2015-06-25T18:50:23,0.28,"Rain, Overcast"
2015-06-26,"Khulna,Bangladesh",30.2,26.1,27.7,39.0,26.1,32.5,26.5,93.8,47.7,100.0,100.0,rain,,,,20.9,232.6,994.0,86.0,5.5,132.5,11.4,5.0,,2015-06-26T05:18:37,2015-06-26T18:50:32,0.31,"Rain, Partially cloudy"
2015-06-27,"Khulna,Bangladesh",31.2,25.3,27.3,38.3,25.3,29.8,25.7,91.4,13.6,100.0,83.33,rain,,,,23.0,212.5,996.2,89.9,5.8,136.5,11.7,5.0,,2015-06-27T05:18:54,2015-06-27T18:50:40,0.34,"Rain, Partially cloudy"
2015-06-28,"Khulna,Bangladesh",30.9,24.9,27.5,38.9,24.9,30.7,25.7,90.7,23.1,100.0,79.17,rain,,,,19.4,175.3,1003.7,67.7,5.8,250.2,21.6,8.0,,2015-06-28T05:19:11,2015-06-28T18:50:47,0.38,"Rain, Partially cloudy"
2015-06-29,"Khulna,Bangladesh",33.4,25.2,28.0,44.4,25.2,31.5,25.4,86.8,8.1,100.0,50.0,rain,,,,17.3,175.0,1006.1,37.1,6.5,289.4,25.1,9.0,,2015-06-29T05:19:29,2015-06-29T18:50:53,0.41,"Rain, Partially cloudy"
2015-06-30,"Khulna,Bangladesh",32.5,24.8,28.4,40.9,24.8,32.1,25.1,83.7,0.0,0.0,0.0,,,,,16.2,181.4,1004.5,22.1,7.7,309.1,26.7,9.0,,2015-06-30T05:19:48,2015-06-30T18:50:58,0.44,Partially cloudy
2015-07-01,"Khulna,Bangladesh",32.9,25.8,28.8,42.7,25.8,34.6,26.3,86.7,2.5,100.0,50.0,rain,,,,19.4,190.0,1004.1,53.6,6.8,250.0,21.6,8.0,,2015-07-01T05:20:06,2015-07-01T18:51:01,0.47,"Rain, Partially cloudy"
2015-07-02,"Khulna,Bangladesh",30.8,25.3,28.0,40.4,25.3,33.3,26.6,92.4,28.6,100.0,100.0,rain,,,,16.2,227.6,1003.5,75.5,5.8,151.4,12.9,5.0,,2015-07-02T05:20:26,2015-07-02T18:51:04,0.5,"Rain, Partially cloudy"
2015-07-03,"Khulna,Bangladesh",33.6,25.8,28.8,44.8,25.8,34.7,26.7,88.7,19.6,100.0,100.0,rain,,,,14.8,204.8,1002.2,75.1,6.8,237.6,20.5,7.0,,2015-07-03T05:20:46,2015-07-03T18:51:06,0.54,"Rain, Partially cloudy"
2015-07-04,"Khulna,Bangladesh",34.0,26.7,29.8,48.0,26.7,37.4,26.9,85.3,3.3,100.0,95.83,rain,,,,12.6,198.1,1000.4,77.8,7.5,235.6,20.4,7.0,,2015-07-04T05:21:07,2015-07-04T18:51:06,0.58,"Rain, Partially cloudy"
2015-07-05,"Khulna,Bangladesh",31.9,27.2,29.2,42.0,31.8,36.6,26.8,87.6,1.6,100.0,66.67,rain,,,,9.4,206.2,999.2,85.9,6.7,148.2,12.7,5.0,,2015-07-05T05:21:29,2015-07-05T18:51:06,0.61,"Rain, Partially cloudy"
2015-07-06,"Khulna,Bangladesh",34.4,26.5,29.5,46.1,26.5,36.7,26.9,87.0,1.4,100.0,58.33,rain,,,,12.2,130.7,998.5,88.0,6.3,144.7,12.5,5.0,,2015-07-06T05:21:50,2015-07-06T18:51:04,0.65,"Rain, Partially cloudy"
2015-07-07,"Khulna,Bangladesh",37.3,26.8,29.7,50.0,30.8,37.4,26.8,85.6,29.7,100.0,100.0,rain,,,,9.7,141.6,998.1,93.0,6.6,152.1,13.0,6.0,,2015-07-07T05:22:13,2015-07-07T18:51:01,0.68,"Rain, Overcast"
2015-07-08,"Khulna,Bangladesh",30.6,26.0,27.7,39.8,26.0,32.3,26.6,94.2,41.6,100.0,100.0,rain,,,,11.9,246.7,998.2,94.2,5.9,125.7,10.7,5.0,,2015-07-08T05:22:35,2015-07-08T18:50:57,0.72,"Rain, Overcast"
2015-07-09,"Khulna,Bangladesh",29.9,25.9,27.3,39.5,25.9,31.3,26.6,95.7,109.4,100.0,100.0,rain,,,,19.1,178.9,998.4,95.5,5.5,114.6,9.9,4.0,,2015-07-09T05:22:59,2015-07-09T18:50:52,0.75,"Rain, Overcast"
2015-07-10,"Khulna,Bangladesh",30.4,26.1,27.7,39.3,26.1,32.4,26.7,94.6,47.6,100.0,100.0,rain,,,,19.8,148.9,1000.2,95.1,6.0,174.5,15.0,5.0,,2015-07-10T05:23:22,2015-07-10T18:50:46,0.79,"Rain, Overcast"
2015-07-11,"Khulna,Bangladesh",33.4,26.3,28.9,46.3,26.3,35.7,26.9,89.9,4.8,100.0,50.0,rain,,,,16.2,149.6,1002.5,84.0,6.6,198.8,17.2,6.0,,2015-07-11T05:23:46,2015-07-11T18:50:39,0.83,"Rain, Partially cloudy"
2015-07-12,"Khulna,Bangladesh",34.4,26.2,29.3,45.8,26.2,35.3,26.4,85.3,0.0,0.0,0.0,,,,,13.7,187.2,1002.6,45.4,7.1,292.7,25.3,9.0,,2015-07-12T05:24:10,2015-07-12T18:50:30,0.86,Partially cloudy
2015-07-13,"Khulna,Bangladesh",34.0,25.9,29.5,45.6,25.9,36.6,26.9,86.5,3.3,100.0,62.5,rain,,,,10.8,193.0,1001.0,47.8,7.4,287.5,24.9,9.0,,2015-07-13T05:24:34,2015-07-13T18:50:21,0.9,"Rain, Partially cloudy"
2015-07-14,"Khulna,Bangladesh",35.0,27.3,30.3,48.8,32.5,40.1,27.8,87.2,9.8,100.0,100.0,rain,,,,11.5,191.1,999.1,80.5,7.1,188.4,16.3,6.0,,2015-07-14T05:24:59,2015-07-14T18:50:10,0.94,"Rain, Partially cloudy"
2015-07-15,"Khulna,Bangladesh",32.2,25.2,29.1,44.4,25.2,37.9,27.8,92.9,28.7,100.0,100.0,rain,,,,14.8,185.6,997.7,92.8,6.8,85.3,7.4,3.0,,2015-07-15T05:25:23,2015-07-15T18:49:57,0.97,"Rain, Overcast"
2015-07-16,"Khulna,Bangladesh",30.9,25.7,28.0,39.1,25.7,33.6,26.6,92.5,63.4,100.0,100.0,rain,,,,15.1,165.0,997.7,94.3,6.3,151.3,13.0,5.0,,2015-07-16T05:25:48,2015-07-16T18:49:44,0.0,"Rain, Overcast"
2015-07-17,"Khulna,Bangladesh",29.7,26.2,27.4,37.7,26.2,31.2,26.4,94.1,18.9,100.0,100.0,rain,,,,13.7,175.8,998.1,95.3,6.4,132.5,11.3,4.0,,2015-07-17T05:26:14,2015-07-17T18:49:30,0.04,"Rain, Overcast"
2015-07-18,"Khulna,Bangladesh",31.7,25.9,27.9,41.7,25.9,32.0,26.2,90.9,22.4,100.0,100.0,rain,,,,15.5,206.6,998.5,86.6,5.8,148.2,12.5,5.0,,2015-07-18T05:26:39,2015-07-18T18:49:14,0.07,"Rain, Partially cloudy"
2015-07-19,"Khulna,Bangladesh",30.4,25.7,27.1,39.6,25.7,30.3,26.1,94.2,46.0,100.0,100.0,rain,,,,18.0,188.9,998.8,91.6,6.2,147.2,12.8,5.0,,2015-07-19T05:27:04,2015-07-19T18:48:57,0.1,"Rain, Overcast"
2015-07-20,"Khulna,Bangladesh",30.6,24.9,27.3,38.9,24.9,30.5,25.8,92.1,18.2,100.0,75.0,rain,,,,16.6,157.2,998.8,91.6,6.6,264.1,22.8,9.0,,2015-07-20T05:27:30,2015-07-20T18:48:39,0.14,"Rain, Overcast"
2015-07-21,"Khulna,Bangladesh",32.6,25.6,28.3,43.2,25.6,33.8,26.3,89.3,10.1,100.0,91.67,rain,,,,14.4,158.1,1001.0,85.9,6.6,220.4,18.8,7.0,,2015-07-21T05:27:55,2015-07-21T18:48:20,0.17,"Rain, Partially cloudy"
2015-07-22,"Khulna,Bangladesh",30.4,26.1,27.8,38.5,26.1,32.0,26.3,92.1,18.1,100.0,100.0,rain,,,,16.2,166.2,1003.3,84.6,6.4,219.1,18.8,7.0,,2015-07-22T05:28:21,2015-07-22T18:48:00,0.2,"Rain, Partially cloudy"
2015-07-23,"Khulna,Bangladesh",31.1,26.5,28.1,41.0,26.5,33.4,26.7,92.1,9.5,100.0,100.0,rain,,,,17.3,173.1,1004.8,92.2,6.3,148.1,12.8,5.0,,2015-07-23T05:28:47,2015-07-23T18:47:38,0.23,"Rain, Overcast"
2015-07-24,"Khulna,Bangladesh",29.1,26.4,27.6,38.3,26.4,31.9,26.7,95.0,26.8,100.0,100.0,rain,,,,17.3,194.9,1004.2,90.8,6.6,75.5,6.5,2.0,,2015-07-24T05:29:12,2015-07-24T18:47:15,0.25,"Rain, Overcast"
2015-07-25,"Khulna,Bangladesh",29.6,25.8,27.4,37.2,25.8,30.9,26.3,94.1,34.1,100.0,100.0,rain,,,,18.0,260.0,1000.8,91.3,6.4,138.2,11.9,6.0,,2015-07-25T05:29:38,2015-07-25T18:46:51,0.3,"Rain, Overcast"
2015-07-26,"Khulna,Bangladesh",28.5,24.9,26.5,35.3,24.9,28.1,25.7,95.4,24.2,100.0,100.0,rain,,,,22.0,86.6,997.4,91.2,6.3,97.9,8.4,3.0,,2015-07-26T05:30:04,2015-07-26T18:46:26,0.33,"Rain, Overcast"
2015-07-27,"Khulna,Bangladesh",28.5,24.4,26.6,35.0,24.4,29.2,25.7,95.0,30.6,100.0,100.0,rain,,,,22.3,322.5,996.6,93.2,5.6,138.2,11.8,5.0,,2015-07-27T05:30:29,2015-07-27T18:46:00,0.36,"Rain, Overcast"
2015-07-28,"Khulna,Bangladesh",28.9,25.1,26.7,34.9,25.1,29.0,25.6,94.1,14.4,100.0,100.0,rain,,,,24.5,332.0,997.8,94.5,6.4,68.6,5.9,2.0,,2015-07-28T05:30:55,2015-07-28T18:45:33,0.4,"Rain, Overcast"
2015-07-29,"Khulna,Bangladesh",32.0,25.9,27.8,40.6,25.9,32.5,26.5,92.7,14.2,100.0,87.5,rain,,,,20.5,334.8,996.0,95.2,6.5,117.2,10.2,4.0,,2015-07-29T05:31:20,2015-07-29T18:45:04,0.43,"Rain, Overcast"
2015-07-30,"Khulna,Bangladesh",32.2,25.9,28.4,40.0,25.9,34.5,26.8,91.5,9.7,100.0,100.0,rain,,,,27.7,309.5,994.6,93.9,6.6,95.3,8.2,4.0,,2015-07-30T05:31:46,2015-07-30T18:44:35,0.46,"Rain, Overcast"
2015-07-31,"Khulna,Bangladesh",29.3,26.0,27.3,35.7,26.0,30.9,26.1,93.5,53.3,100.0,100.0,rain,,,,23.0,267.6,994.9,93.4,5.8,89.8,7.6,3.0,,2015-07-31T05:32:11,2015-07-31T18:44:04,0.5,"Rain, Overcast"
2015-08-01,"Khulna,Bangladesh",27.5,25.3,26.2,32.3,25.3,27.1,25.4,95.6,34.9,100.0,100.0,rain,,,,32.8,176.1,997.1,93.4,5.8,113.7,9.9,4.0,,2015-08-01T05:32:36,2015-08-01T18:43:33,0.53,"Rain, Overcast"
2015-08-02,"Khulna,Bangladesh",29.7,25.5,27.3,37.6,25.5,30.6,25.9,92.0,23.8,100.0,87.5,rain,,,,22.0,164.0,1002.6,90.5,7.0,199.4,17.2,7.0,,2015-08-02T05:33:01,2015-08-02T18:43:00,0.56,"Rain, Overcast"
2015-08-03,"Khulna,Bangladesh",31.8,25.6,27.9,40.2,25.6,31.9,25.7,88.3,6.5,100.0,100.0,rain,,,,13.7,168.8,1003.8,76.4,7.0,253.2,21.8,9.0,,2015-08-03T05:33:26,2015-08-03T18:42:26,0.6,"Rain, Partially cloudy"
2015-08-04,"Khulna,Bangladesh",32.3,25.1,28.3,41.1,25.1,33.3,26.0,87.9,2.1,100.0,62.5,rain,,,,13.0,178.1,1003.2,75.5,6.9,293.9,25.6,9.0,,2015-08-04T05:33:51,2015-08-04T18:41:51,0.63,"Rain, Partially cloudy"
2015-08-05,"Khulna,Bangladesh",33.5,25.5,29.0,41.7,25.5,34.7,26.0,84.6,3.2,100.0,91.67,rain,,,,9.0,198.5,1001.6,79.2,6.9,269.3,23.2,9.0,,2015-08-05T05:34:15,2015-08-05T18:41:15,0.67,"Rain, Partially cloudy"
2015-08-06,"Khulna,Bangladesh",32.7,26.2,29.1,43.3,26.2,35.1,26.3,85.7,8.4,100.0,100.0,rain,,,,10.1,220.9,1000.5,82.6,6.9,209.7,18.2,7.0,,2015-08-06T05:34:40,2015-08-06T18:40:38,0.7,"Rain, Partially cloudy"
2015-08-07,"Khulna,Bangladesh",32.2,26.3,29.0,40.9,26.3,34.5,26.2,85.9,0.7,100.0,29.17,rain,,,,7.9,209.4,1001.7,82.8,6.5,221.3,19.1,8.0,,2015-08-07T05:35:04,2015-08-07T18:40:00,0.75,"Rain, Partially cloudy"
2015-08-08,"Khulna,Bangladesh",33.2,25.7,29.4,41.4,25.7,35.1,25.9,82.8,0.0,0.0,0.0,,,,,9.4,172.7,1002.0,76.8,6.9,279.6,24.2,9.0,,2015-08-08T05:35:28,2015-08-08T18:39:21,0.78,Partially cloudy
2015-08-09,"Khulna,Bangladesh",34.8,25.8,29.4,43.4,25.8,35.2,26.0,82.8,0.3,100.0,12.5,rain,,,,10.4,159.1,1000.5,76.0,7.0,266.8,23.1,9.0,,2015-08-09T05:35:52,2015-08-09T18:38:42,0.81,"Rain, Partially cloudy"
2015-08-10,"Khulna,Bangladesh",34.5,25.9,29.0,46.1,25.9,35.4,26.6,87.4,2.9,100.0,54.17,rain,,,,14.0,132.1,1000.6,81.6,6.7,190.5,16.5,7.0,,2015-08-10T05:36:15,2015-08-10T18:38:01,0.85,"Rain, Partially cloudy"
2015-08-11,"Khulna,Bangladesh",31.7,26.3,28.8,41.7,26.3,34.7,26.5,88.3,7.1,100.0,100.0,rain,,,,17.2,113.8,1003.5,75.6,6.7,185.3,15.9,6.0,,2015-08-11T05:36:39,2015-08-11T18:37:19,0.88,"Rain, Partially cloudy"
2015-08-12,"Khulna,Bangladesh",31.1,26.6,28.7,42.4,26.6,35.1,26.8,89.4,9.0,100.0,100.0,rain,,,,15.5,130.8,1004.1,73.1,6.9,143.8,12.3,5.0,,2015-08-12T05:37:02,2015-08-12T18:36:36,0.92,"Rain, Partially cloudy"
2015-08-13,"Khulna,Bangladesh",32.1,26.5,28.7,43.6,26.5,35.0,26.8,89.5,4.1,100.0,83.33,rain,,,,14.0,144.8,1003.8,75.8,7.0,147.5,12.8,5.0,,2015-08-13T05:37:25,2015-08-13T18:35:53,0.95,"Rain, Partially cloudy"
2015-08-14,"Khulna,Bangladesh",32.2,26.3,29.0,41.9,26.3,35.5,26.7,87.8,8.7,100.0,100.0,rain,,,,15.1,168.6,1004.1,77.6,6.7,229.1,19.6,7.0,,2015-08-14T05:37:47,2015-08-14T18:35:08,0.0,"Rain, Partially cloudy"
2015-08-15,"Khulna,Bangladesh",31.2,27.0,28.8,41.1,31.4,36.0,27.0,90.6,15.4,100.0,100.0,rain,,,,16.2,183.3,1005.2,82.0,7.0,182.1,15.8,6.0,,2015-08-15T05:38:10,2015-08-15T18:34:23,0.02,"Rain, Partially cloudy"
2015-08-16,"Khulna,Bangladesh",30.3,26.7,28.2,38.6,26.7,34.0,26.7,92.1,24.8,100.0,100.0,rain,,,,22.0,190.7,1005.4,93.4,6.8,175.0,15.1,6.0,,2015-08-16T05:38:32,2015-08-16T18:33:37,0.05,"Rain, Overcast"
2015-08-17,"Khulna,Bangladesh",32.7,26.2,28.5,43.5,26.2,33.9,26.5,89.3,10.9,100.0,100.0,rain,,,,22.3,193.3,1005.0,89.7,6.7,238.2,20.6,8.0,,2015-08-17T05:38:54,2015-08-17T18:32:50,0.09,"Rain, Partially cloudy"
2015-08-18,"Khulna,Bangladesh",31.0,26.2,28.5,41.5,26.2,34.6,26.7,90.4,14.6,100.0,100.0,rain,,,,22.0,209.1,1005.5,82.3,6.4,224.2,19.1,7.0,,2015-08-18T05:39:16,2015-08-18T18:32:03,0.12,"Rain, Partially cloudy"
2015-08-19,"Khulna,Bangladesh",32.1,26.6,29.0,44.3,26.6,35.9,27.1,89.9,20.0,100.0,100.0,rain,,,,20.2,214.0,1004.6,95.0,6.6,204.3,17.7,6.0,,2015-08-19T05:39:37,2015-08-19T18:31:14,0.15,"Rain, Overcast"
2015-08-20,"Khulna,Bangladesh",30.2,25.2,28.1,40.3,25.2,34.4,27.0,93.5,20.4,100.0,100.0,rain,,,,15.5,226.7,1003.5,92.5,5.8,108.0,9.3,4.0,,2015-08-20T05:39:58,2015-08-20T18:30:25,0.19,"Rain, Overcast"
2015-08-21,"Khulna,Bangladesh",31.1,25.4,28.0,41.1,25.4,33.3,26.7,93.0,17.6,100.0,100.0,rain,,,,12.2,223.4,1002.7,93.7,6.4,91.5,7.9,3.0,,2015-08-21T05:40:20,2015-08-21T18:29:35,0.22,"Rain, Overcast"
2015-08-22,"Khulna,Bangladesh",34.1,25.8,28.8,43.8,25.8,34.1,26.2,86.7,7.1,100.0,79.17,rain,,,,9.7,227.8,1001.2,79.0,6.6,161.7,13.8,4.0,,2015-08-22T05:40:40,2015-08-22T18:28:45,0.25,"Rain, Partially cloudy"
2015-08-23,"Khulna,Bangladesh",33.0,25.9,28.4,42.3,25.9,34.2,26.5,90.0,3.6,100.0,83.33,rain,,,,13.4,189.0,1001.3,84.6,6.5,122.6,10.4,4.0,,2015-08-23T05:41:01,2015-08-23T18:27:53,0.25,"Rain, Partially cloudy"
2015-08-24,"Khulna,Bangladesh",33.0,25.9,29.5,45.4,25.9,36.8,26.9,87.0,2.6,100.0,75.0,rain,,,,7.6,171.8,1001.2,63.3,6.6,238.1,20.6,8.0,,2015-08-24T05:41:21,2015-08-24T18:27:01,0.32,"Rain, Partially cloudy"
2015-08-25,"Khulna,Bangladesh",33.5,26.9,29.1,48.3,31.1,36.8,27.1,89.6,2.0,100.0,50.0,rain,,,,9.1,152.4,1001.1,83.3,6.8,102.4,8.8,3.0,,2015-08-25T05:41:42,2015-08-25T18:26:09,0.35,"Rain, Partially cloudy"
2015-08-26,"Khulna,Bangladesh",33.5,26.3,29.0,50.6,26.3,35.8,27.0,89.2,1.3,100.0,37.5,rain,,,,14.8,130.1,1001.9,78.1,6.7,178.6,15.3,7.0,,2015-08-26T05:42:02,2015-08-26T18:25:16,0.38,"Rain, Partially cloudy"
2015-08-27,"Khulna,Bangladesh",32.6,26.1,28.8,46.8,26.1,34.3,26.3,87.0,6.9,100.0,100.0,rain,,,,18.0,121.3,1002.5,78.3,7.1,253.9,22.0,8.0,,2015-08-27T05:42:21,2015-08-27T18:24:22,0.42,"Rain, Partially cloudy"
2015-08-28,"Khulna,Bangladesh",32.0,26.7,28.7,44.0,26.7,35.8,27.1,91.3,8.3,100.0,100.0,rain,,,,25.2,153.6,1003.1,85.0,6.9,179.1,15.4,6.0,,2015-08-28T05:42:41,2015-08-28T18:23:28,0.45,"Rain, Partially cloudy"
2015-08-29,"Khulna,Bangladesh",31.8,26.5,28.4,41.6,26.5,34.5,26.8,91.4,13.0,100.0,100.0,rain,,,,15.8,171.7,1003.0,94.1,6.1,236.3,20.4,8.0,,2015-08-29T05:43:00,2015-08-29T18:22:33,0.48,"Rain, Overcast"
2015-08-30,"Khulna,Bangladesh",31.2,26.8,28.5,41.0,30.9,35.5,27.1,92.5,8.8,100.0,100.0,rain,,,,15.8,193.5,1003.0,94.6,6.7,116.9,10.0,4.0,,2015-08-30T05:43:20,2015-08-30T18:21:37,0.5,"Rain, Overcast"
2015-08-31,"Khulna,Bangladesh",32.9,27.0,28.6,43.7,31.4,35.9,27.2,92.6,12.8,100.0,100.0,rain,,,,18.4,194.5,1002.9,91.5,6.6,96.9,8.4,3.0,,2015-08-31T05:43:39,2015-08-31T18:20:42,0.55,"Rain, Overcast"
2015-09-01,"Khulna,Bangladesh",29.7,26.4,27.9,36.8,26.4,32.5,26.3,91.6,38.1,100.0,100.0,rain,,,,7.6,217.7,1001.8,88.2,6.5,122.6,10.7,4.0,,2015-09-01T05:43:58,2015-09-01T18:19:45,0.59,"Rain, Partially cloudy"
2015-09-02,"Khulna,Bangladesh",32.0,25.8,28.0,43.8,25.8,33.0,26.2,90.4,17.1,100.0,100.0,rain,,,,9.0,220.8,1002.6,86.4,6.8,124.1,10.5,4.0,,2015-09-02T05:44:16,2015-09-02T18:18:48,0.62,"Rain, Partially cloudy"
2015-09-03,"Khulna,Bangladesh",31.6,26.2,28.0,45.3,26.2,32.6,26.2,90.5,8.5,100.0,100.0,rain,,,,15.1,208.7,1005.2,89.3,7.0,153.9,13.3,5.0,,2015-09-03T05:44:35,2015-09-03T18:17:51,0.65,"Rain, Partially cloudy"
2015-09-04,"Khulna,Bangladesh",33.4,25.6,28.1,46.1,25.6,32.7,26.1,89.6,5.2,100.0,100.0,rain,,,,8.6,198.3,1008.3,91.4,6.9,118.0,10.3,4.0,,2015-09-04T05:44:54,2015-09-04T18:16:54,0.69,"Rain, Overcast"
2015-09-05,"Khulna,Bangladesh",35.3,25.8,28.9,61.6,25.8,35.0,26.5,87.5,3.5,100.0,83.33,rain,,,,6.8,222.0,1007.6,71.0,6.5,199.0,17.2,7.0,,2015-09-05T05:45:12,2015-09-05T18:15:56,0.75,"Rain, Partially cloudy"
2015-09-06,"Khulna,Bangladesh",34.0,25.3,29.1,46.1,25.3,35.0,26.1,84.9,1.7,100.0,62.5,rain,,,,7.9,221.6,1006.5,66.4,6.8,204.7,17.7,8.0,,2015-09-06T05:45:30,2015-09-06T18:14:57,0.76,"Rain, Partially cloudy"
2015-09-07,"Khulna,Bangladesh",33.9,26.2,29.4,48.0,26.2,35.3,26.2,84.0,4.8,100.0,95.83,rain,,,,6.5,214.6,1005.9,68.8,6.9,193.1,16.6,6.0,,2015-09-07T05:45:48,2015-09-07T18:13:59,0.79,"Rain, Partially cloudy"
2015-09-08,"Khulna,Bangladesh",35.6,25.7,29.7,44.3,25.7,35.5,25.7,80.4,2.4,100.0,50.0,rain,,,,7.0,235.5,1005.3,73.3,6.5,229.5,19.7,8.0,,2015-09-08T05:46:06,2015-09-08T18:13:00,0.83,"Rain, Partially cloudy"
2015-09-09,"Khulna,Bangladesh",36.1,25.6,30.3,46.4,25.6,36.6,25.8,78.5,0.0,0.0,0.0,,,,,6.8,263.7,1004.9,70.6,6.6,229.2,19.8,8.0,,2015-09-09T05:46:24,2015-09-09T18:12:01,0.86,Partially cloudy
2015-09-10,"Khulna,Bangladesh",35.4,26.8,29.7,47.8,30.3,36.8,26.2,82.5,5.4,100.0,95.83,rain,,,,6.1,180.8,1006.0,86.9,6.5,113.4,9.8,4.0,,2015-09-10T05:46:42,2015-09-10T18:11:01,0.9,"Rain, Partially cloudy"
2015-09-11,"Khulna,Bangladesh",31.9,26.3,28.5,42.2,26.3,34.4,26.6,89.6,3.5,100.0,50.0,rain,,,,11.2,134.6,1006.7,78.6,6.2,128.3,11.0,5.0,,2015-09-11T05:47:00,2015-09-11T18:10:01,0.93,"Rain, Partially cloudy"
2015-09-12,"Khulna,Bangladesh",34.7,25.5,29.3,43.1,25.5,35.1,26.1,84.1,3.9,100.0,62.5,rain,,,,8.3,145.1,1006.7,51.0,6.9,243.2,20.8,8.0,,2015-09-12T05:47:18,2015-09-12T18:09:02,0.96,"Rain, Partially cloudy"
2015-09-13,"Khulna,Bangladesh",32.3,26.1,29.0,42.2,26.1,34.6,26.0,84.7,3.1,100.0,100.0,rain,,,,6.8,102.0,1006.5,66.7,7.8,217.4,18.8,8.0,,2015-09-13T05:47:36,2015-09-13T18:08:01,0.0,"Rain, Partially cloudy"
2015-09-14,"Khulna,Bangladesh",32.1,26.2,28.1,39.5,26.2,32.8,26.1,89.4,5.8,100.0,100.0,rain,,,,13.3,118.7,1005.0,83.1,7.1,142.4,12.2,4.0,,2015-09-14T05:47:53,2015-09-14T18:07:01,0.03,"Rain, Partially cloudy"
2015-09-15,"Khulna,Bangladesh",30.9,25.8,28.0,39.5,25.8,33.2,26.5,91.5,17.9,100.0,100.0,rain,,,,21.2,114.8,1004.1,84.7,6.3,112.4,9.7,4.0,,2015-09-15T05:48:11,2015-09-15T18:06:01,0.07,"Rain, Partially cloudy"
