,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
1045,Bogra,2015-12-13,27.7,16.3,21.2,27.7,16.3,21.2,15.9,73.5,0.4,100,12.5,rain,,,,10.8,286.5,1013.2,20.3,1.6,143.3,12.3,6,,2015-12-13T06:37:59,2015-12-13T17:14:53,0.06,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"remote,41883099999"
1046,Bogra,2015-12-14,26.1,14.9,20.3,26.1,14.9,20.3,12.5,63.2,0.0,0,0.0,,,,,14.8,309.6,1013.7,1.5,1.0,144.9,12.7,6,,2015-12-14T06:38:36,2015-12-14T17:15:13,0.1,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
1047,Bogra,2015-12-15,24.4,13.5,17.8,24.4,13.5,17.8,9.4,60.3,0.0,0,0.0,,,,,13.0,326.2,1014.2,11.5,4.0,149.5,12.9,6,,2015-12-15T06:39:12,2015-12-15T17:15:34,0.14,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
1048,Bogra,2015-12-16,23.8,11.3,17.5,23.8,11.3,17.5,6.8,51.5,0.0,0,0.0,,,,,11.9,330.5,1016.5,0.1,2.0,167.5,14.6,6,,2015-12-16T06:39:48,2015-12-16T17:15:56,0.17,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
1049,Bogra,2015-12-17,24.2,13.0,18.5,24.2,13.0,18.5,7.7,50.3,0.0,0,0.0,,,,,10.8,299.0,,2.4,,160.8,13.8,6,,2015-12-17T06:40:23,2015-12-17T17:16:20,0.21,Clear,Clear conditions throughout the day.,clear-day,remote
1050,Bogra,2015-12-18,22.1,13.2,17.1,22.1,13.2,17.1,10.2,65.4,0.5,100,20.83,rain,,,,11.5,248.4,,20.2,,145.0,12.4,6,,2015-12-18T06:40:57,2015-12-18T17:16:45,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,remote
1051,Bogra,2015-12-19,23.5,9.3,16.4,23.5,7.6,16.3,5.7,52.6,0.0,0,0.0,,,,,11.2,304.4,,0.0,,169.3,14.8,7,,2015-12-19T06:41:30,2015-12-19T17:17:11,0.28,Clear,Clear conditions throughout the day.,clear-day,remote
1052,Bogra,2015-12-20,23.9,11.5,17.4,23.9,11.5,17.4,5.4,46.7,0.0,0,0.0,,,,,9.0,301.2,,2.2,,161.7,13.9,6,,2015-12-20T06:42:03,2015-12-20T17:17:38,0.31,Clear,Clear conditions throughout the day.,clear-day,remote
1053,Bogra,2015-12-21,23.4,11.7,17.5,23.4,11.7,17.5,6.4,49.2,0.0,0,0.0,,,,,7.6,285.4,,1.0,,151.4,13.1,6,,2015-12-21T06:42:34,2015-12-21T17:18:07,0.35,Clear,Clear conditions throughout the day.,clear-day,remote
1054,Bogra,2015-12-22,25.1,11.5,18.3,25.1,11.5,18.3,8.7,54.9,0.0,0,0.0,,,,,7.9,353.6,1017.7,38.8,15.0,160.5,13.9,6,,2015-12-22T06:43:05,2015-12-22T17:18:36,0.39,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"remote,41883099999"
1055,Bogra,2015-12-23,25.1,12.1,18.0,25.1,12.1,18.0,10.0,62.5,0.0,0,0.0,,,,,8.3,330.9,1017.5,0.1,4.2,167.3,14.5,6,,2015-12-23T06:43:34,2015-12-23T17:19:07,0.42,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
1056,Bogra,2015-12-24,24.1,12.9,18.3,24.1,12.9,18.3,10.6,62.2,0.0,0,0.0,,,,,10.4,343.2,1016.9,11.8,4.0,143.2,12.5,6,,2015-12-24T06:44:02,2015-12-24T17:19:38,0.46,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
1057,Bogra,2015-12-25,24.1,12.6,16.8,24.1,12.6,16.8,9.3,64.4,0.0,0,0.0,,,,,13.3,322.3,1018.2,12.7,3.5,145.5,12.5,6,,2015-12-25T06:44:30,2015-12-25T17:20:11,0.5,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
1058,Bogra,2015-12-26,24.9,8.6,15.6,24.9,6.8,15.4,6.5,57.9,0.0,0,0.0,,,,,13.7,326.3,1017.2,0.0,4.0,168.9,14.6,6,,2015-12-26T06:44:56,2015-12-26T17:20:45,0.53,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
1059,Bogra,2015-12-27,24.9,9.0,16.3,24.9,7.1,16.1,8.2,60.3,0.0,0,0.0,,,,,13.7,325.5,1016.9,0.7,4.3,171.6,14.7,7,,2015-12-27T06:45:21,2015-12-27T17:21:19,0.56,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
1060,Bogra,2015-12-28,25.1,11.1,17.2,25.1,11.1,17.2,7.2,54.2,0.0,0,0.0,,,,,10.4,314.3,1017.9,29.9,4.0,150.2,12.9,6,,2015-12-28T06:45:45,2015-12-28T17:21:54,0.59,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"remote,41883099999"
1061,Bogra,2015-12-29,25.4,12.4,18.3,25.4,12.4,18.3,7.0,50.3,0.0,0,0.0,,,,,8.6,302.9,1017.0,27.7,4.0,147.1,12.7,6,,2015-12-29T06:46:08,2015-12-29T17:22:31,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999"
1062,Bogra,2015-12-30,25.2,12.4,19.3,25.2,12.4,19.3,8.9,53.2,0.0,0,0.0,,,,,5.8,321.5,1016.4,51.5,4.0,140.4,12.2,6,,2015-12-30T06:46:29,2015-12-30T17:23:08,0.65,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"remote,41883099999"
1063,Bogra,2015-12-31,26.9,14.5,19.7,27.2,14.5,19.7,11.2,59.3,0.0,0,0.0,,,,,9.0,324.6,1018.0,30.2,4.8,151.5,13.1,6,,2015-12-31T06:46:49,2015-12-31T17:23:46,0.69,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"remote,41883099999"
1064,Bogra,2016-01-01,27.2,13.3,19.5,27.2,13.3,19.5,11.4,61.8,0.0,0,0.0,,,,,10.1,326.8,1018.6,1.0,4.6,164.2,14.1,6,,2016-01-01T06:47:08,2016-01-01T17:24:24,0.72,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1065,Bogra,2016-01-02,26.6,13.9,19.5,26.6,13.9,19.5,11.6,62.3,0.0,0,0.0,,,,,9.4,310.0,1018.2,0.3,3.8,165.1,14.2,6,,2016-01-02T06:47:26,2016-01-02T17:25:04,0.75,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1066,Bogra,2016-01-03,26.0,13.3,18.9,26.0,13.3,18.9,10.3,60.2,0.0,0,0.0,,,,,10.4,298.0,1016.6,2.8,3.7,153.5,13.4,6,,2016-01-03T06:47:42,2016-01-03T17:25:43,0.78,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1067,Bogra,2016-01-04,26.6,12.0,18.6,26.6,12.0,18.6,8.8,55.5,0.0,0,0.0,,,,,9.0,326.5,1017.5,2.1,4.2,158.4,13.7,6,,2016-01-04T06:47:57,2016-01-04T17:26:24,0.81,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1068,Bogra,2016-01-05,25.6,12.8,18.9,25.6,12.8,18.9,8.5,53.0,0.0,0,0.0,,,,,8.6,297.8,1016.4,11.1,3.8,154.8,13.5,6,,2016-01-05T06:48:11,2016-01-05T17:27:05,0.85,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1069,Bogra,2016-01-06,27.1,13.5,19.3,27.0,13.5,19.2,10.2,58.4,0.0,0,0.0,,,,,10.4,315.0,1016.2,3.8,3.5,159.5,13.8,6,,2016-01-06T06:48:23,2016-01-06T17:27:47,0.88,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1070,Bogra,2016-01-07,27.0,13.1,19.6,26.7,13.1,19.6,9.5,54.3,0.0,0,0.0,,,,,9.7,291.2,1017.0,34.4,4.0,154.8,13.4,6,,2016-01-07T06:48:34,2016-01-07T17:28:29,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
1071,Bogra,2016-01-08,26.3,12.6,19.1,26.3,12.6,19.1,11.6,64.4,0.0,0,0.0,,,,,12.2,226.4,1015.3,18.8,3.8,140.0,12.2,6,,2016-01-08T06:48:44,2016-01-08T17:29:12,0.94,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1072,Bogra,2016-01-09,27.2,13.6,19.7,26.6,13.6,19.6,12.4,66.6,0.0,0,0.0,,,,,17.3,240.1,1013.9,33.7,3.0,148.4,12.8,6,,2016-01-09T06:48:52,2016-01-09T17:29:55,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
1073,Bogra,2016-01-10,25.9,13.4,19.0,25.9,13.4,19.0,9.2,56.2,0.0,0,0.0,,,,,9.4,346.2,1017.6,2.5,4.0,162.1,13.9,6,,2016-01-10T06:48:59,2016-01-10T17:30:38,0.0,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1074,Bogra,2016-01-11,24.8,12.1,18.5,24.8,12.1,18.5,8.1,53.4,0.0,0,0.0,,,,,10.4,313.5,1016.2,1.7,3.8,163.2,14.1,6,,2016-01-11T06:49:04,2016-01-11T17:31:22,0.04,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1075,Bogra,2016-01-12,24.5,11.6,18.0,24.5,11.6,18.0,8.1,55.3,0.0,0,0.0,,,,,9.7,303.8,1016.0,26.9,3.0,158.4,13.6,6,,2016-01-12T06:49:08,2016-01-12T17:32:06,0.08,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42506099999,remote,41883099999"
1076,Bogra,2016-01-13,24.8,13.0,18.3,24.8,13.0,18.3,9.3,57.4,0.0,0,0.0,,,,,8.6,289.2,1014.0,18.0,3.8,154.6,13.4,6,,2016-01-13T06:49:10,2016-01-13T17:32:51,0.11,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1077,Bogra,2016-01-14,25.9,12.7,19.0,25.9,12.7,19.0,9.8,58.6,0.0,0,0.0,,,,,9.7,244.8,1015.3,20.8,3.7,161.5,13.9,6,,2016-01-14T06:49:11,2016-01-14T17:33:35,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
1078,Bogra,2016-01-15,25.9,13.5,18.8,25.9,13.5,18.8,10.3,59.3,0.0,0,0.0,,,,,14.4,241.3,1013.0,16.6,4.0,156.1,13.5,6,,2016-01-15T06:49:10,2016-01-15T17:34:20,0.19,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1079,Bogra,2016-01-16,26.7,13.1,19.2,26.7,13.1,19.2,10.0,58.1,0.0,0,0.0,,,,,11.5,283.0,1012.7,0.0,3.4,163.3,14.0,6,,2016-01-16T06:49:08,2016-01-16T17:35:05,0.22,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1080,Bogra,2016-01-17,26.1,13.7,19.3,26.1,13.7,19.3,9.3,54.4,0.0,0,0.0,,,,,11.9,353.4,1013.8,0.0,4.2,161.3,14.0,6,,2016-01-17T06:49:05,2016-01-17T17:35:50,0.25,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1081,Bogra,2016-01-18,26.0,12.1,18.8,26.0,12.1,18.8,7.6,51.1,0.0,0,0.0,,,,,11.2,322.9,1013.8,7.7,4.0,167.1,14.6,6,,2016-01-18T06:49:00,2016-01-18T17:36:35,0.29,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1082,Bogra,2016-01-19,27.1,14.4,19.9,26.6,14.4,19.9,10.1,55.1,0.2,100,8.33,rain,,,,9.4,358.8,1013.8,31.1,4.0,153.6,13.3,6,,2016-01-19T06:48:54,2016-01-19T17:37:20,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42506099999,remote,41883099999"
1083,Bogra,2016-01-20,19.3,13.5,16.4,19.3,13.5,16.4,14.3,87.7,45.0,100,75.0,rain,,,,17.3,27.8,1015.0,62.7,3.4,88.7,7.7,3,,2016-01-20T06:48:46,2016-01-20T17:38:06,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999"
1084,Bogra,2016-01-21,22.8,12.7,17.1,22.8,12.7,17.1,12.7,77.0,0.3,100,12.5,rain,,,,14.4,292.5,1016.4,57.2,4.3,129.0,11.1,6,,2016-01-21T06:48:36,2016-01-21T17:38:51,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42506099999,remote,41883099999"
1085,Bogra,2016-01-22,22.9,9.8,15.2,22.9,8.2,15.1,8.9,68.9,0.0,0,0.0,,,,,14.4,298.4,1017.5,20.4,3.7,190.8,16.4,7,,2016-01-22T06:48:25,2016-01-22T17:39:36,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
1086,Bogra,2016-01-23,22.5,8.0,14.6,22.5,6.2,14.4,5.3,57.3,0.0,0,0.0,,,,,13.3,302.7,1018.8,0.0,4.0,194.8,16.8,7,,2016-01-23T06:48:13,2016-01-23T17:40:21,0.47,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1087,Bogra,2016-01-24,22.1,7.9,14.5,22.1,6.4,14.2,5.0,56.3,0.0,0,0.0,,,,,10.4,310.6,1018.6,17.5,4.2,180.0,15.4,7,,2016-01-24T06:48:00,2016-01-24T17:41:06,0.5,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1088,Bogra,2016-01-25,27.7,7.9,15.3,27.1,6.1,15.0,5.0,53.9,0.0,0,0.0,,,,,10.1,286.7,1015.9,4.2,3.7,187.7,16.3,7,,2016-01-25T06:47:44,2016-01-25T17:41:51,0.54,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
1089,Bogra,2016-01-26,23.4,9.4,16.0,23.4,9.4,16.0,5.1,51.6,0.0,0,0.0,,,,,9.7,284.1,1016.0,10.3,2.2,170.6,14.7,7,,2016-01-26T06:47:28,2016-01-26T17:42:35,0.57,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1090,Bogra,2016-01-27,23.9,10.1,16.7,23.9,10.1,16.7,7.6,57.3,0.0,0,0.0,,,,,10.1,188.9,1014.9,2.7,3.7,174.0,15.0,7,,2016-01-27T06:47:10,2016-01-27T17:43:20,0.6,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1091,Bogra,2016-01-28,25.6,11.5,18.4,25.6,11.5,18.4,10.0,60.7,0.0,0,0.0,,,,,10.8,109.7,1015.8,8.1,3.0,167.4,14.4,6,,2016-01-28T06:46:51,2016-01-28T17:44:04,0.63,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1092,Bogra,2016-01-29,25.9,14.6,19.4,25.9,14.6,19.4,8.5,51.7,0.0,0,0.0,,,,,13.3,312.4,,0.8,,166.7,14.3,6,,2016-01-29T06:46:30,2016-01-29T17:44:48,0.67,Clear,Clear conditions throughout the day.,clear-day,remote
1093,Bogra,2016-01-30,26.0,12.4,19.4,26.0,12.4,19.4,9.2,54.5,0.0,0,0.0,,,,,9.7,274.2,1014.5,4.2,3.5,163.0,14.1,6,,2016-01-30T06:46:08,2016-01-30T17:45:32,0.7,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
1094,Bogra,2016-01-31,27.6,13.9,20.3,27.1,13.9,20.3,12.2,61.9,0.0,0,0.0,,,,,14.8,162.0,1013.9,11.7,3.9,159.3,13.7,6,,2016-01-31T06:45:44,2016-01-31T17:46:15,0.73,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
1095,Bogra,2016-02-01,28.4,16.0,21.2,27.4,16.0,21.1,12.9,62.4,0.0,0,0.0,,,,,11.2,222.0,1013.7,10.0,3.6,182.7,15.7,7,,2016-02-01T06:45:19,2016-02-01T17:46:58,0.75,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
1096,Bogra,2016-02-02,28.6,16.5,21.6,27.6,16.5,21.5,12.3,57.7,0.0,0,0.0,,,,,12.6,252.8,1016.2,12.1,1.8,182.2,15.7,7,,2016-02-02T06:44:53,2016-02-02T17:47:41,0.8,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
1097,Bogra,2016-02-03,28.1,15.9,20.9,27.3,15.9,20.8,12.0,59.3,0.0,0,0.0,,,,,14.0,304.3,1014.9,2.3,2.6,189.0,16.3,7,,2016-02-03T06:44:26,2016-02-03T17:48:24,0.83,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
1098,Bogra,2016-02-04,27.2,13.6,19.8,26.4,13.6,19.7,7.8,49.3,0.0,0,0.0,,,,,11.2,323.1,1016.7,0.0,4.2,204.8,17.5,8,,2016-02-04T06:43:57,2016-02-04T17:49:06,0.86,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
1099,Bogra,2016-02-05,26.1,11.4,19.0,26.1,11.4,19.0,6.0,46.0,0.0,0,0.0,,,,,11.9,315.5,1015.2,3.6,4.3,198.6,17.0,7,,2016-02-05T06:43:27,2016-02-05T17:49:48,0.89,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
1100,Bogra,2016-02-06,27.4,12.1,19.9,26.7,12.1,19.9,6.9,46.8,0.0,0,0.0,,,,,6.5,347.9,1014.0,13.8,3.9,190.4,16.3,7,,2016-02-06T06:42:55,2016-02-06T17:50:29,0.92,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
1101,Bogra,2016-02-07,26.8,15.4,20.6,26.1,15.4,20.6,7.9,46.5,0.0,0,0.0,,,,,6.1,82.5,1015.0,52.5,4.0,125.6,10.8,5,,2016-02-07T06:42:23,2016-02-07T17:51:10,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999"
1102,Bogra,2016-02-08,28.6,13.8,21.0,27.3,13.8,20.8,10.8,56.7,3.5,100,20.83,rain,,,,10.8,117.0,1014.4,15.7,3.0,180.7,15.5,7,,2016-02-08T06:41:49,2016-02-08T17:51:51,0.0,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"remote,41883099999"
1103,Bogra,2016-02-09,27.6,15.9,21.4,27.8,15.9,21.4,15.8,71.8,1.3,100,16.67,rain,,,,11.9,201.4,1013.1,33.6,4.0,170.8,14.7,6,,2016-02-09T06:41:14,2016-02-09T17:52:31,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"remote,41883099999"
1104,Bogra,2016-02-10,27.9,15.8,21.5,27.9,15.8,21.4,12.8,60.5,0.0,0,0.0,,,,,10.4,278.2,1012.3,6.7,3.9,194.7,16.8,7,,2016-02-10T06:40:38,2016-02-10T17:53:11,0.06,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
1105,Bogra,2016-02-11,29.5,14.5,22.2,28.6,14.5,22.1,12.2,55.3,0.0,0,0.0,,,,,13.0,228.6,1011.2,3.9,4.2,195.2,16.8,7,,2016-02-11T06:40:00,2016-02-11T17:53:50,0.09,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
1106,Bogra,2016-02-12,30.2,16.7,23.2,29.1,16.7,23.1,13.3,57.1,0.4,100,12.5,rain,,,,13.0,271.1,1010.6,3.4,3.6,198.7,17.3,7,,2016-02-12T06:39:22,2016-02-12T17:54:29,0.13,Rain,Clear conditions throughout the day with morning rain.,rain,"remote,41883099999"
1107,Bogra,2016-02-13,30.0,16.8,22.7,28.4,16.8,22.4,9.9,47.0,0.0,0,0.0,,,,,6.5,87.1,1013.7,2.5,4.4,215.3,18.6,8,,2016-02-13T06:38:42,2016-02-13T17:55:07,0.16,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
1108,Bogra,2016-02-14,30.7,15.9,23.2,29.4,15.9,23.0,12.4,53.9,0.0,0,0.0,,,,,10.8,133.6,1013.8,3.1,4.1,202.8,17.7,7,,2016-02-14T06:38:02,2016-02-14T17:55:46,0.2,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1109,Bogra,2016-02-15,31.4,18.2,24.4,31.2,18.2,24.3,13.9,54.2,0.0,0,0.0,,,,,7.6,183.6,1015.5,3.3,4.3,207.6,18.0,8,,2016-02-15T06:37:20,2016-02-15T17:56:23,0.25,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1110,Bogra,2016-02-16,33.1,17.1,24.7,30.9,17.1,24.2,11.4,47.6,0.0,0,0.0,,,,,9.7,273.9,1015.8,4.5,4.3,225.1,19.5,8,,2016-02-16T06:36:37,2016-02-16T17:57:00,0.27,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1111,Bogra,2016-02-17,32.7,17.7,24.6,31.6,17.7,24.4,13.4,52.3,0.0,0,0.0,,,,,11.5,271.6,1015.7,27.6,4.3,215.0,18.5,8,,2016-02-17T06:35:53,2016-02-17T17:57:37,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
1112,Bogra,2016-02-18,33.2,19.9,25.4,31.8,19.9,25.2,14.1,52.0,0.0,0,0.0,,,,,13.7,238.3,1013.9,55.5,5.0,208.2,18.1,8,,2016-02-18T06:35:09,2016-02-18T17:58:13,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
1113,Bogra,2016-02-19,33.8,18.4,25.4,32.5,18.4,25.2,14.7,55.1,0.0,0,0.0,,,,,13.7,250.7,1012.4,59.9,3.7,221.1,19.2,8,,2016-02-19T06:34:23,2016-02-19T17:58:49,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
1114,Bogra,2016-02-20,35.0,19.0,26.2,34.5,19.0,26.0,13.8,51.0,0.0,0,0.0,,,,,14.0,246.4,1013.6,83.3,3.0,203.4,17.6,7,,2016-02-20T06:33:36,2016-02-20T17:59:24,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
1115,Bogra,2016-02-21,35.5,20.4,27.2,34.3,20.4,26.9,13.9,46.6,0.0,0,0.0,,,,,28.8,259.0,1014.6,40.6,4.0,225.2,19.5,8,,2016-02-21T06:32:49,2016-02-21T17:59:59,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote"
1116,Bogra,2016-02-22,33.3,19.3,25.6,31.2,19.3,25.1,12.1,46.3,0.0,0,0.0,,,,,21.2,269.2,1012.7,60.0,4.4,243.0,21.0,9,,2016-02-22T06:32:00,2016-02-22T18:00:34,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
1117,Bogra,2016-02-23,33.6,18.0,24.7,32.5,18.0,24.2,8.3,41.3,0.0,0,0.0,,,,,18.7,270.1,1014.9,23.7,1.5,250.6,21.8,9,,2016-02-23T06:31:11,2016-02-23T18:01:08,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote"
1118,Bogra,2016-02-24,32.5,16.2,24.5,35.3,16.2,24.2,9.6,43.8,4.7,100,37.5,rain,,,,12.6,304.2,1014.2,9.2,1.0,230.9,20.2,8,,2016-02-24T06:30:21,2016-02-24T18:01:41,0.55,Rain,Clear conditions throughout the day with rain.,rain,"42506099999,remote"
1119,Bogra,2016-02-25,31.8,19.5,25.0,36.1,19.5,24.7,11.7,49.7,1.0,100,16.67,rain,,,,10.4,244.7,1013.9,11.1,7.0,241.2,20.8,8,,2016-02-25T06:29:30,2016-02-25T18:02:14,0.58,Rain,Clear conditions throughout the day with early morning rain.,rain,"42506099999,remote"
1120,Bogra,2016-02-26,31.6,18.4,24.5,30.8,18.4,24.3,16.6,66.3,0.0,0,0.0,,,,,12.6,199.5,1014.8,75.7,1.0,173.0,14.9,8,,2016-02-26T06:28:39,2016-02-26T18:02:47,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote"
1121,Bogra,2016-02-27,31.1,20.7,25.1,29.9,20.7,25.1,17.5,66.0,0.3,100,12.5,rain,,,,9.0,252.6,1015.3,41.5,4.0,151.3,13.1,6,,2016-02-27T06:27:46,2016-02-27T18:03:20,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42506099999,remote,41883099999"
1122,Bogra,2016-02-28,33.0,19.4,26.6,31.9,19.4,26.5,15.3,53.5,0.0,0,0.0,,,,,4.7,84.3,1016.4,6.4,3.5,235.8,20.4,8,,2016-02-28T06:26:53,2016-02-28T18:03:52,0.68,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1123,Bogra,2016-02-29,33.6,19.2,26.8,32.1,19.2,26.3,13.3,46.5,0.0,0,0.0,,,,,6.8,236.5,1016.7,1.1,4.4,237.3,20.4,8,,2016-02-29T06:25:59,2016-02-29T18:04:23,0.71,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1124,Bogra,2016-03-01,33.9,19.2,26.1,32.4,19.2,25.8,14.0,50.7,0.0,0,0.0,,,,,13.3,229.9,1014.5,3.3,4.3,232.3,20.0,8,,2016-03-01T06:25:05,2016-03-01T18:04:54,0.74,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1125,Bogra,2016-03-02,34.1,20.1,26.5,37.9,20.1,26.9,16.5,58.7,0.0,0,0.0,,,,,12.2,221.7,1014.5,6.2,3.4,238.3,20.5,8,,2016-03-02T06:24:10,2016-03-02T18:05:25,0.75,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1126,Bogra,2016-03-03,34.7,19.8,26.7,33.1,19.8,26.7,14.7,52.9,0.0,0,0.0,,,,,10.8,224.8,1014.3,9.7,4.0,235.7,20.4,8,,2016-03-03T06:23:14,2016-03-03T18:05:56,0.81,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1127,Bogra,2016-03-04,35.4,18.0,26.7,33.0,18.0,26.1,11.8,46.2,0.0,0,0.0,,,,,14.8,224.0,1011.7,39.0,4.3,232.0,20.1,8,,2016-03-04T06:22:18,2016-03-04T18:06:26,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
1128,Bogra,2016-03-05,36.5,16.4,27.1,34.2,16.4,26.9,12.2,45.4,0.0,0,0.0,,,,,9.4,167.2,1011.2,0.0,3.7,243.3,21.1,9,,2016-03-05T06:21:21,2016-03-05T18:06:55,0.87,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
1129,Bogra,2016-03-06,37.1,23.1,28.3,35.5,23.1,27.9,12.9,41.8,0.0,0,0.0,,,,,9.4,242.1,1012.1,31.3,4.8,232.7,20.1,8,,2016-03-06T06:20:24,2016-03-06T18:07:25,0.91,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42506099999,remote,41883099999"
1130,Bogra,2016-03-07,34.2,20.1,26.7,32.3,20.1,26.3,13.5,47.9,6.6,100,16.67,rain,,,,14.8,244.9,1011.2,7.6,4.1,248.3,21.5,9,,2016-03-07T06:19:26,2016-03-07T18:07:54,0.94,Rain,Clear conditions throughout the day with early morning rain.,rain,"42506099999,remote,41883099999"
